Repository URL,Star Count,Algorithm
https://github.com/tensorflow/tensorflow,179894,lof
https://github.com/apple/swift,64956,lof
https://github.com/bitcoin/bitcoin,73247,lof
https://github.com/electron/electron,110199,lof
https://github.com/microsoft/terminal,92056,lof
https://github.com/opencv/opencv,73486,lof
https://github.com/godotengine/godot,79454,lof
https://github.com/svenkatr/linux,77,lof
https://github.com/spevans/swift-kstdlib,15,lof
https://github.com/swiftpp/swiftpp,9,lof
https://github.com/LineageOS/android_external_v8,2,lof
https://github.com/amd/ZenDNN-tensorflow,2,lof
https://github.com/slapin/godot-fork,2,lof
https://github.com/obsproject/obs-studio,53417,lof
https://github.com/mkuchnik/PlumberTensorflow,7,lof
https://github.com/ezura/swift-sample,2,lof
https://github.com/ibmruntimes/v8z,42,lof
https://github.com/theanarkh/read-nodejs-code,116,lof
https://github.com/h0x91b/redis-v8,130,lof
https://github.com/john-difool/nodejs-android,67,lof
https://github.com/lewisevans2007/swift,0,lof
https://github.com/Polidea/SiriusObfuscator,452,lof
https://github.com/sqreen/node-v8-monolith,1,lof
https://github.com/ngot/libv8,13,lof
https://github.com/swiftpp/swift,2,lof
https://github.com/yansaid/Test,3,lof
https://github.com/ZECTBynmo/tacnode,60,lof
https://github.com/745260565/logic_study,0,lof
https://github.com/nujs/nu,9,lof
https://github.com/alpa-projects/tensorflow-alpa,20,lof
https://github.com/yuanyan/know-your-chrome,21,lof
https://github.com/wfus/WebAssembly-Taint,20,lof
https://github.com/TeamGuilded/electron,2,lof
https://github.com/deejayy/hl.js,9,lof
https://github.com/seanpm2001/WacOS,50,lof
https://github.com/codius-deprecated/codius-nacl-node,11,lof
https://github.com/brn/mocha,20,lof
https://github.com/JenifferWuUCLA/pulmonary-nodules-MaskRCNN,204,lof
https://github.com/kiteco/tensorflow,13,lof
https://github.com/OAID/TensorFlow-HRT,37,lof
https://github.com/MrE-Fog/swift511,0,lof
https://github.com/chaseWillden/JSK,1,lof
https://github.com/MotorolaMobilityLLC/external-v8,0,lof
https://github.com/i-rinat/libpdf,9,lof
https://github.com/metux/chromium-suckless,5,lof
https://github.com/VLOGroup/tensorflow-icg,16,lof
https://github.com/avBuffer/caffe_ssd-android-lib,3,lof
https://github.com/nesl/RSTensorFlow,15,lof
https://github.com/davidungar/Swift-dynamic-atomicity,1,lof
https://github.com/MothCreations/gavlanWheels,2,lof
https://github.com/adblockplus/v8-googlesource,0,lof
https://github.com/ScorpionBytes/G-tensorflow,0,lof
https://github.com/sgtest/megarepo,7,lof
https://github.com/mohamedayman15069/A-Comparative-Study-between-TensorFlow-and-PyTorch,0,lof
https://github.com/2lambda123/apple-swift,0,lof
https://github.com/Rish-it/swift-main,0,lof
https://github.com/bitcoin-core/gui,525,lof
https://github.com/xaya/xaya,100,lof
https://github.com/domob1812/namecoin-core,35,lof
https://github.com/maflcko/bitcoin-core-with-ci,4,lof
https://github.com/e82eric/terminal-vimmarkmode,0,lof
https://github.com/ibamin/Moble_Last_Project,1,lof
https://github.com/jsp67-ua/IC,0,lof
https://github.com/V-Sekai/v-sekai-other-world,2,lof
https://github.com/xerpi/linux_vita,81,lof
https://github.com/openpvrsgx-devgroup/linux_openpvrsgx,40,lof
https://github.com/TrenchBoot/linux,5,lof
https://github.com/krazey/common,0,lof
https://github.com/TinkerBoard-Android/rockchip-android-external-v8,0,lof
https://github.com/rockchip-toybrick/platform_external_v8,0,lof
https://github.com/Nusantara-ROM/android_external_v8,0,lof
https://github.com/msft-mirror-aosp/platform.external.v8,0,lof
https://github.com/rushbgti/tensorflow,0,lof
https://github.com/iuricosta26/Iuri-m,0,lof
https://github.com/amscanne/tensorflow,0,lof
https://github.com/slapin/godot-recast,4,lof
https://github.com/2lambda123/obs-studio,0,lof
https://github.com/bnoordhuis/v8.rs,39,lof
https://github.com/avaer/node-android-lib,9,lof
https://github.com/avaer/node-ios-lib,1,lof
https://github.com/kp96/nodejs-patched,0,lof
https://github.com/ic/v8-powerpc,28,lof
https://github.com/p-march/v8-taint,13,lof
https://github.com/thinkclay/Nodejs-Notifications-and-IM,0,lof
https://github.com/carlossepulveda/ECOIDE,0,lof
https://github.com/Polidea/SiriusObfuscator-SymbolExtractorAndRenamer,11,lof
https://github.com/hyperandroid/CompiledV8,12,lof
https://github.com/dnobori/DN-OSS-Learn,4,lof
https://github.com/rti7743/naichichi2,14,lof
https://github.com/MIPS/external-chromium_org-v8,0,lof
https://github.com/IllusionRom-deprecated/android_platform_external_chromium_org_v8,0,lof
https://github.com/dankurka/v8,0,lof
https://github.com/CyFI-Lab-Public/RetroScope,112,lof
https://github.com/pai-disc/tensorflow,3,lof
https://github.com/shizukanaskytree/tensorflow,1,lof
https://github.com/se7enstar25/tensorflow,0,lof
https://github.com/CyberSys/-tensorflow-orig,0,lof
https://github.com/19h/OperationQuirksmode,0,lof
https://github.com/CTSRD-SOAAP/chromium-42.0.2311.135,2,lof
https://github.com/PawelMarc/MQDB,2,lof
https://github.com/JoseDiazAmado/tensorflow,0,lof
https://github.com/Flash-ROM/external_v8,0,lof
https://github.com/xdtianyu/android-8.0.0_r4,18,lof
https://github.com/sarvex/v8,0,lof
https://github.com/unofficial-mirror/v8,0,lof
https://github.com/duanhjlt/v8,0,lof
https://github.com/abakasam/abakasam,0,lof
https://github.com/sloanyang/raspberrry2v8,2,lof
https://github.com/iotauth/iotauth_experiments,1,lof
https://github.com/BPI-SINOVOIP/BPI-H3-New-Android,2,lof
https://github.com/cvetaevvitaliy/tcc893x,3,lof
https://github.com/BPI-SINOVOIP/BPI-A31S-Android,1,lof
https://github.com/sirchristian/v8DOM.NET,0,lof
https://github.com/SymbioticLab/tensorflow-salus,11,lof
https://github.com/snu-project2/TFTizenver,0,lof
https://github.com/chenlongzhen/tensorflow,0,lof
https://github.com/theodore-zxd/tensorflow-1.5.0-rc0,0,lof
https://github.com/Oneflow-Inc/oneflow,5543,lof
https://github.com/aria2/aria2,32495,lof
https://github.com/315234/lyx-retina,3,lof
https://github.com/Samsung/ChromiumGStreamerBackend,148,lof
https://github.com/raffaellod/lofty,4,lof
https://github.com/WaterfoxCo/Waterfox,3277,lof
https://github.com/NVIDIAGameWorks/PhysX,3013,lof
https://github.com/ThirteenAG/WidescreenFixesPack,2053,lof
https://github.com/mindspore-ai/mindspore,3892,lof
https://github.com/TurningWheel/Barony,447,lof
https://github.com/hfinkel/llvm-project-csp,18,lof
https://github.com/farbrausch/fr_public,3292,lof
https://github.com/namulang/namu,9,lof
https://github.com/apache/openoffice,854,lof
https://github.com/Sphereserver/Source-Archive,2,lof
https://github.com/PolygonTek/BlueshiftEngine,407,lof
https://github.com/qt/qtwebkit,191,lof
https://github.com/jjdmol/LOFAR,1,lof
https://github.com/bbannier/clang-tools-extra,0,lof
https://github.com/FrictionalGames/AmnesiaAMachineForPigs,1381,lof
https://github.com/prusa3d/Prusa-Firmware-Buddy,906,lof
https://github.com/zukisoft/vm,2,lof
https://github.com/coin-or/Clp,352,lof
https://github.com/lnsurgent/X-MU_Community_Server,5,lof
https://github.com/kernsuite-debian/dp3,0,lof
https://github.com/PJLab-ADG/SensorsCalibration,1817,lof
https://github.com/sns3/sns3-satellite,100,lof
https://github.com/redpanda321/Icefox,14,lof
https://github.com/Slackermanz/VulkanAutomata,346,lof
https://github.com/PrimeDecomp/prime,108,lof
https://github.com/madebr/verilator_orig,0,lof
https://github.com/tongzx/nt5src,405,lof
https://github.com/fenbf/matrix,37,lof
https://github.com/reenigne/reenigne,136,lof
https://github.com/nasa/RtRetrievalFramework,44,lof
https://github.com/fantianwen/laalaz13E,2,lof
https://github.com/mxmlnkn/rapidgzip,268,lof
https://github.com/bonescreater/bones,14,lof
https://github.com/joegen/oss_core,24,lof
