Repository URL,Star Count,Algorithm
https://github.com/apache/mxnet,20663,svm
https://github.com/opencv/opencv,73483,svm
https://github.com/liuruoze/EasyPR,6304,svm
https://github.com/PointCloudLibrary/pcl,9156,svm
https://github.com/davisking/dlib,12528,svm
https://github.com/scikit-learn/scikit-learn,57019,svm
https://github.com/tesseract-ocr/tesseract,55785,svm
https://github.com/zeromq/libzmq,9055,svm
https://github.com/spmallick/learnopencv,19793,svm
https://github.com/grpc/grpc,39857,svm
https://github.com/SerenityOS/serenity,26825,svm
https://github.com/llvm/llvm-project,23715,svm
https://github.com/CMU-Perceptual-Computing-Lab/openpose,29059,svm
https://github.com/mamedev/mame,7117,svm
https://github.com/onnx/onnx,16204,svm
https://github.com/blender/blender,10575,svm
https://github.com/dotnet/runtime,13388,svm
https://github.com/leadervenom/opencv2,0,svm
https://github.com/microsoft/LightGBM,15784,svm
https://github.com/cl1069573062/dlib-build,4,svm
https://github.com/facebook/react-native,113720,svm
https://github.com/chromium/chromium,16782,svm
https://github.com/ngoix/OCRF,16,svm
https://github.com/dmlc/xgboost,25194,svm
https://github.com/openjdk/loom,1792,svm
https://github.com/intel/llvm,1081,svm
https://github.com/Jazmann/openCV-Cxx11,0,svm
https://github.com/whitneyland/SwiftOpenCV,181,svm
https://github.com/alibaba/weex,18182,svm
https://github.com/tensorflow/tensorflow,179894,svm
https://github.com/minna-ust/myPCL,3,svm
https://github.com/ceph/ceph,12780,svm
https://github.com/dart-lang/sdk,9606,svm
https://github.com/pytorch/pytorch,74281,svm
https://github.com/KomiMoe/Arkari,164,svm
https://github.com/IBM/opencv-power,23,svm
https://github.com/eveningglow/multi-object-tracker,182,svm
https://github.com/splug-itsme/Its-Me,6,svm
https://github.com/bitcoin/bitcoin,73244,svm
https://github.com/facebook/hhvm,17893,svm
https://github.com/microsoft/CNTK,17423,svm
https://github.com/apple/swift,64956,svm
https://github.com/lukagabric/iOS-OpenCV,83,svm
https://github.com/oven-sh/bun,66819,svm
