Repository URL,Star Count,Algorithm
https://github.com/jubatus/jubatus_core,20,lof.hpp
https://github.com/getml/reflect-cpp,404,lof.hpp
https://github.com/dealii/dealii,1199,lof.hpp
https://github.com/bloesch/LSE,14,lof.hpp
https://github.com/ZigaSajovic/CppML,53,lof.hpp
https://github.com/Spicery/ginger,3,lof.hpp
https://github.com/maikel/FiniteVolumeSolver,4,lof.hpp
https://github.com/ZetaTwo/pwny-racing,2,lof.hpp
https://github.com/kokkos/kokkos,1628,lof.hpp
https://github.com/mmore500/dishtiny,29,lof.hpp
https://github.com/sparta/sparta,123,lof.hpp
https://github.com/advancesoftcorp/lammps,25,lof.hpp
https://github.com/LonxunQuantum/Lammps_for_PWMLFF,2,lof.hpp
https://github.com/lammps/lammps,1915,lof.hpp
https://github.com/trilinos/Trilinos,1116,lof.hpp
https://github.com/LutzGross/esys-escript.github.io,25,lof.hpp
https://github.com/olcf/frontier_gpu_programming_models_examples,2,lof.hpp
https://github.com/teuben/Athena-miniK,0,lof.hpp
https://github.com/mariaasoltanei/lmp_gpu,0,lof.hpp
