Filename,Mode,AvgTimeElapsed,Flipped,FlippedPercentage,RunNumber50p,AvgFlippedPerRun,AvgFlippedPerRunPercentage,ti_fo_per_all,to_fi_per_all,ti_fo_per_avg,to_fi_per_avg,Row,Column
ar3,Default,-1.0,61,0.9682539682539684,1,10.873469387755105,0.1725947521865889,0.9636363636363636,1.0,0.1708497217068645,0.1845918367346938,63,29
ar4,Default,-1.0,106,0.9906542056074766,1,19.73061224489796,0.1843982452794201,0.9885057471264368,1.0,0.1767300023457658,0.2177551020408163,107,29
ar6,Default,-1.0,87,0.8613861386138614,1,17.686530612244898,0.1751141644776722,0.8372093023255814,1.0,0.1732130991931656,0.1860136054421768,101,29
arsenic-female-bladder,Default,-1.0,556,0.9946332737030412,1,100.785306122449,0.1802957175714651,0.9937369519832986,1.0,0.1798559925013846,0.1829285714285714,559,4
arsenic-female-bladder,Optimal,0.01660523416,154,0.2754919499105545,1,41.6261224489796,0.0744653353291227,0.2463465553235908,0.45,0.0683498785735588,0.1110816326530612,559,4
arsenic-female-bladder,Fast,-1.0,154,0.2754919499105545,1,41.6261224489796,0.0744653353291227,0.2463465553235908,0.45,0.0683498785735588,0.1110816326530612,559,4
arsenic-female-lung,Default,-1.0,556,0.9946332737030412,1,100.75428571428571,0.1802402248913877,0.9944444444444444,1.0,0.1799863945578231,0.187454350161117,559,4
arsenic-female-lung,Optimal,0.01978292838,157,0.2808586762075134,1,46.011428571428574,0.0823102478916432,0.2611111111111111,0.8421052631578947,0.0729614512471655,0.3480128893662728,559,4
arsenic-female-lung,Fast,-1.0,157,0.2808586762075134,1,46.011428571428574,0.0823102478916432,0.2611111111111111,0.8421052631578947,0.0729614512471655,0.3480128893662728,559,4
arsenic-male-bladder,Default,-1.0,557,0.996422182468694,1,100.89142857142858,0.1804855609506772,0.9962616822429906,1.0,0.1807270646576387,0.1751020408163265,559,4
arsenic-male-bladder,Optimal,0.01427942166,245,0.4382826475849731,1,60.120816326530615,0.1075506553247417,0.4224299065420561,0.7916666666666666,0.1018439824527942,0.2347619047619047,559,4
arsenic-male-bladder,Fast,-1.0,245,0.4382826475849731,1,60.120816326530615,0.1075506553247417,0.4224299065420561,0.7916666666666666,0.1018439824527942,0.2347619047619047,559,4
arsenic-male-lung,Default,-1.0,558,0.998211091234347,1,100.8865306122449,0.1804767989485597,0.9981684981684982,1.0,0.1807610076997832,0.1685400313971742,559,4
arsenic-male-lung,Optimal,0.0188896041599999,195,0.3488372093023256,1,48.81632653061224,0.0873279544375889,0.3333333333333333,1.0,0.0808821110861927,0.3580533751962323,559,4
arsenic-male-lung,Fast,-1.0,195,0.3488372093023256,1,48.81632653061224,0.0873279544375889,0.3333333333333333,1.0,0.0808821110861927,0.3580533751962323,559,4
backache,Default,-1.0,180,1.0,1,32.37877551020408,0.1798820861678004,1.0,1.0,0.181651086240948,0.1689142857142856,180,31
breastw,Default,-1.0,391,0.5724743777452416,1,110.00489795918368,0.1610613440105178,0.3423423423423423,1.0,0.0763633020775877,0.318408334044915,683,9
breastw,Optimal,0.016777175,274,0.4011713030746706,1,77.01714285714286,0.1127630202886425,0.1103603603603603,0.9414225941422594,0.0209597352454495,0.2833097088207668,683,9
breastw,Fast,-1.0,274,0.4011713030746706,1,77.01714285714286,0.1127630202886425,0.1103603603603603,0.9414225941422594,0.0209597352454495,0.2833097088207668,683,9
cardio,Default,-1.0,1459,0.7968323320589842,1,309.81551020408165,0.1692056309142991,0.7879154078549849,0.8806818181818182,0.1668803255441149,0.1910714285714285,1831,21
climate-model-simulation-crashes,Default,-1.0,537,0.9944444444444444,1,97.33551020408164,0.1802509448223734,0.9939271255060728,1.0,0.1808378088077336,0.1739485359361135,540,21
datatrieve,Default,-1.0,129,0.9923076923076924,1,23.441632653061223,0.180320251177394,0.9915966386554622,1.0,0.1783021780140627,0.202152133580705,130,8
datatrieve,Optimal,0.0084679533599999,28,0.2153846153846154,1,6.316734693877551,0.0485902668759811,0.2016806722689075,0.3636363636363636,0.0411250214371462,0.1293506493506493,130,8
datatrieve,Fast,-1.0,28,0.2153846153846154,1,6.316734693877551,0.0485902668759811,0.2016806722689075,0.3636363636363636,0.0411250214371462,0.1293506493506493,130,8
fertility,Default,-1.0,42,0.42,1,9.983673469387757,0.0998367346938775,0.4090909090909091,0.5,0.087847866419295,0.1877551020408163,100,9
fertility,Optimal,0.0062883759,81,0.81,1,20.279183673469387,0.2027918367346938,0.8181818181818182,0.75,0.1980055658627087,0.237891156462585,100,9
fertility,Fast,-1.0,81,0.81,1,20.279183673469387,0.2027918367346938,0.8181818181818182,0.75,0.1980055658627087,0.237891156462585,100,9
flare,Default,-1.0,255,0.2392120075046904,1,75.50204081632653,0.0708274304093119,0.2126696832579185,0.3681318681318681,0.0599990765536984,0.1234222919937205,1066,10
glass,Default,-1.0,42,0.1962616822429906,1,15.075918367346938,0.0704482166698455,0.1804878048780487,0.5555555555555556,0.0638168242906918,0.2214965986394557,214,9
glass,Optimal,0.0077754992,69,0.322429906542056,1,20.674285714285716,0.0966088117489986,0.3170731707317073,0.4444444444444444,0.0942916874066699,0.1493877551020408,214,9
glass,Fast,-1.0,69,0.322429906542056,1,20.674285714285716,0.0966088117489986,0.3170731707317073,0.4444444444444444,0.0942916874066699,0.1493877551020408,214,9
ionosphere,Default,-1.0,152,0.433048433048433,1,50.5730612244898,0.1440827955113669,0.1866666666666666,0.873015873015873,0.0299029478458049,0.3479753806284418,351,33
kc3,Default,-1.0,284,0.6200873362445415,1,77.07265306122449,0.1682809018804028,0.5831325301204819,0.9767441860465116,0.1582886648635358,0.2647176079734219,458,39
letter,Default,-1.0,1585,0.990625,1,287.93142857142857,0.1799571428571428,0.99,1.0,0.1797616326530612,0.1828897959183673,1600,32
lungcancer_GSE31210,Default,-1.0,225,0.995575221238938,1,41.24734693877551,0.1825103846848473,0.9947643979057592,1.0,0.1798952879581151,0.1967813411078717,226,23
lympho,Default,-1.0,143,0.9662162162162162,1,26.58612244897959,0.1796359624931053,0.9647887323943662,1.0,0.1778097154354699,0.2228571428571428,148,18
mw1,Default,-1.0,363,0.9007444168734492,1,71.07265306122449,0.1763589405985719,0.9005376344086021,0.9032258064516128,0.1771274961597542,0.1671362738643844,403,37
optdigits,Default,-1.0,5178,0.9927147239263804,1,938.8130612244898,0.1799871666457994,0.9938807737860244,0.9533333333333334,0.1809690856208255,0.1468244897959183,5216,64
pc1,Default,-1.0,901,0.8124436429215509,1,193.60816326530613,0.1745790471283193,0.812984496124031,0.8051948051948052,0.1735722195855086,0.1880731513384574,1109,21
pima,Default,-1.0,763,0.9934895833333334,1,138.55183673469386,0.1804060374149659,0.994,0.9925373134328358,0.1803461224489796,0.1805178190679256,768,8
pima,Optimal,0.02045804916,197,0.2565104166666667,1,45.12489795918367,0.0587563775510204,0.18,0.3992537313432835,0.0414563265306122,0.0910325921413341,768,8
pima,Fast,-1.0,197,0.2565104166666667,1,45.12489795918367,0.0587563775510204,0.18,0.3992537313432835,0.0414563265306122,0.0910325921413341,768,8
satellite,Default,-1.0,6400,0.9945609945609946,1,1157.957551020408,0.1799467833753548,0.994544214594226,0.9945972495088408,0.1790785475363139,0.1818227015757186,6435,36
satimage-2,Default,-1.0,5770,0.9943132862312596,1,1044.1191836734697,0.1799274829697517,0.9942428471737612,1.0,0.1800828859108193,0.1673814314458177,5803,36
thoracic_surgery,Default,-1.0,467,0.9936170212765958,1,84.36408163265307,0.1794980460269214,0.9925,1.0,0.1789183673469387,0.1828104956268221,470,17
thyroid,Default,-1.0,381,0.1010074231177094,1,94.02857142857142,0.0249280412058778,0.0921446045120956,0.4516129032258064,0.022612178331512,0.1165415843756857,3772,6
thyroid,Optimal,0.01776861922,1939,0.514050901378579,1,561.1232653061224,0.1487601445668405,0.5023104104376189,0.978494623655914,0.143588486223519,0.3533464998902786,3772,6
thyroid,Fast,-1.0,1939,0.514050901378579,1,561.1232653061224,0.1487601445668405,0.5023104104376189,0.978494623655914,0.143588486223519,0.3533464998902786,3772,6
vertebral,Default,-1.0,239,0.9958333333333332,1,43.245714285714286,0.1801904761904761,1.0,0.9666666666666668,0.182114674441205,0.1667210884353741,240,6
vertebral,Optimal,0.00775115912,117,0.4875,1,26.9665306122449,0.112360544217687,0.5142857142857142,0.3,0.122472303206997,0.041578231292517,240,6
vertebral,Fast,-1.0,117,0.4875,1,26.9665306122449,0.112360544217687,0.5142857142857142,0.3,0.122472303206997,0.041578231292517,240,6
visualizing_livestock,Default,-1.0,130,1.0,1,22.750204081632653,0.1750015698587127,1.0,1.0,0.1726180758017492,0.1850122448979592,130,2
visualizing_livestock,Optimal,0.01060550076,112,0.8615384615384616,1,23.31836734693877,0.1793720565149136,0.8857142857142857,0.76,0.1875374149659864,0.1450775510204081,130,2
visualizing_livestock,Fast,-1.0,112,0.8615384615384616,1,23.31836734693877,0.1793720565149136,0.8857142857142857,0.76,0.1875374149659864,0.1450775510204081,130,2
vowels,Default,-1.0,1154,0.7925824175824175,1,243.61469387755105,0.1673177842565597,0.7852062588904695,1.0,0.1600400615438209,0.3719673469387755,1456,12
wbc,Default,-1.0,15,0.0396825396825396,1,4.871836734693877,0.0128884569700896,0.0364145658263305,0.0952380952380952,0.0116961070142342,0.0331584062196307,378,30
wine,Default,-1.0,128,0.992248062015504,1,23.43673469387755,0.1816801139060275,0.9915966386554622,1.0,0.1821642942891442,0.1759183673469387,129,13
