Filename,Mode,AvgTimeElapsed,Flipped,FlippedPercentage,RunNumber50p,AvgFlippedPerRun,AvgFlippedPerRunPercentage,ti_fo_per_all,to_fi_per_all,ti_fo_per_avg,to_fi_per_avg,Row,Column
CastMetal1,Default,0.4124124200000002,21,0.0642201834862385,1,6.241632653061225,0.0190875616301566,0.0631578947368421,0.0714285714285714,0.0184117436448263,0.0236734693877551,327,37
CastMetal1,Optimal,0.3702141800000003,25,0.0764525993883792,1,7.311020408163265,0.0223578605754228,0.0736842105263157,0.0952380952380952,0.02228141783029,0.0228765792031098,327,37
CastMetal1,Fast,0.3314044799999995,126,0.3853211009174312,1,23.539591836734694,0.0719865193783935,0.3824561403508772,0.4047619047619047,0.0713984962406015,0.0759766763848396,327,37
CostaMadre1,Default,0.3874880999999996,24,0.081081081081081,1,5.777959183673469,0.0195201323772752,0.0775193798449612,0.1052631578947368,0.0184749248536623,0.0266165413533834,296,37
CostaMadre1,Optimal,0.36367086,39,0.1317567567567567,1,6.492244897959184,0.0219332597904026,0.1317829457364341,0.131578947368421,0.0214174972314507,0.0254350161117078,296,37
CostaMadre1,Fast,0.3114227200000002,96,0.3243243243243243,1,20.835102040816327,0.0703888582460011,0.313953488372093,0.3947368421052631,0.0674418604651162,0.0903974221267454,296,37
KnuggetChase3,Default,0.3477548800000022,9,0.0463917525773195,3,2.1697959183673468,0.0111845150431306,0.0316455696202531,0.1111111111111111,0.0104159132007233,0.0145578231292516,194,39
KnuggetChase3,Optimal,0.3414915200000019,11,0.056701030927835,1,2.4881632653061225,0.0128255838417841,0.0379746835443038,0.1388888888888889,0.0121570653577886,0.0157596371882086,194,39
KnuggetChase3,Fast,0.2873933199999988,42,0.2164948453608247,1,8.644897959183673,0.0445613296865137,0.170886075949367,0.4166666666666667,0.0317230689744252,0.100907029478458,194,39
KungChi3,Default,0.2635952599999996,18,0.1463414634146341,1,4.16,0.0338211382113821,0.1308411214953271,0.25,0.0266336067137135,0.0818877551020408,123,39
KungChi3,Optimal,0.1949815600000016,34,0.2764227642276423,1,6.006530612244898,0.0488335822133731,0.2336448598130841,0.5625,0.0408086973106999,0.1025,123,39
KungChi3,Fast,0.2178275000000002,36,0.2926829268292683,1,6.773877551020409,0.055072175211548,0.2523364485981308,0.5625,0.049017737936296,0.0955612244897959,123,39
MeanWhile1,Default,0.3427648600000009,33,0.1304347826086956,1,9.464489795918368,0.0374090505767524,0.1283185840707964,0.1481481481481481,0.0376882788513635,0.0350718065003779,253,37
MeanWhile1,Optimal,0.3218626799999958,21,0.0830039525691699,1,6.078367346938776,0.0240251673792046,0.0752212389380531,0.1481481481481481,0.0230269098789958,0.0323809523809523,253,37
MeanWhile1,Fast,0.2683603600000026,72,0.2845849802371542,1,17.147755102040815,0.0677776881503589,0.252212389380531,0.5555555555555556,0.0595195954487989,0.1369009826152683,253,37
MegaWatt1,Default,0.3168287199999986,31,0.1225296442687747,1,9.451428571428572,0.0373574251835121,0.1194690265486725,0.1481481481481481,0.0356871952320751,0.0513378684807256,253,37
MegaWatt1,Optimal,0.3241404999999997,17,0.067193675889328,1,5.306122448979592,0.0209728160038719,0.0663716814159292,0.074074074074074,0.021751851182951,0.0144520030234315,253,37
MegaWatt1,Fast,0.2748057399999959,74,0.2924901185770751,1,17.771428571428572,0.0702428006775832,0.2654867256637168,0.5185185185185185,0.0633267112154596,0.1281330309901738,253,37
PieChart1,Default,4.740590460000004,72,0.102127659574468,1,21.471020408163263,0.0304553480966854,0.0885093167701863,0.2459016393442623,0.0266066675117251,0.0710873201739712,705,37
PieChart1,Optimal,4.916305500000012,59,0.0836879432624113,1,14.489795918367347,0.0205529020118685,0.0714285714285714,0.2131147540983606,0.0172024337685384,0.0559250585480093,705,37
PieChart1,Fast,4.155299020000002,132,0.1872340425531914,1,31.696326530612247,0.0449593284122159,0.1645962732919254,0.4262295081967213,0.0396501457725947,0.1010103713616594,705,37
PieChart2,Default,4.453953279999968,97,0.1302013422818791,1,18.09959183673469,0.024294754143268,0.1248285322359396,0.375,0.0232647462277091,0.0712244897959183,745,36
PieChart2,Optimal,4.642447259999995,74,0.0993288590604026,1,15.982040816326531,0.021452403780304,0.0960219478737997,0.25,0.0208504801097393,0.0488775510204081,745,36
