Filename,Mode,MatvR_Min,MatvR_Max,RvSk_Min,RvSk_Max,MatvSk_Min,MatvSk_Max,r_tp_m_fn_per_min,r_tp_m_fn_avg,r_tp_m_fn_per_max,r_tn_m_fp_per_min,r_tn_m_fp_avg,r_tn_m_fp_per_max,m_tp_r_fn_per_min,m_tp_r_fn_avg,m_tp_r_fn_per_max,m_tn_r_fp_per_min,m_tn_r_fp_avg,m_tn_r_fp_per_max,s_tp_r_fn_per_min,s_tp_r_fn_per_max,s_tn_r_fp_per_min,s_tn_r_fp_per_max,r_tp_s_fn_per_min,r_tp_s_fn_per_max,r_tn_s_fp_per_min,r_tn_s_fp_per_max,s_tp_m_fn_per_min,s_tp_m_fn_avg,s_tp_m_fn_per_max,s_tn_m_fp_per_min,s_tn_m_fp_avg,s_tn_m_fp_per_max,m_tp_s_fn_per_min,m_tp_s_fn_avg,m_tp_s_fn_per_max,m_tn_s_fp_per_min,m_tn_s_fp_avg,m_tn_s_fp_per_max,Row,Column
MegaWatt1,Mod,0.7786561264822134,0.8181818181818182,0.7075098814229249,0.7075098814229249,0.2608695652173913,0.3241106719367589,0.0,7.298095633083522,0.12,0.7727272727272727,88.26270148194021,0.9545454545454546,0.8780487804878049,88.77957631154942,0.8916256157635468,0.0,3.6225892949198606,0.6666666666666666,0.8914285714285715,0.8914285714285715,0.2222222222222222,0.2222222222222222,0.24,0.24,0.6818181818181818,0.6818181818181818,0.08,9.917171026143718,0.1314285714285714,0.7777777777777778,88.74721181798543,1.0,0.2107843137254902,22.40904145170199,0.2437810945273631,0.5,53.26062335379453,1.0,253,37
PieChart1,Default,0.8056737588652483,0.8340425531914893,0.574468085106383,0.574468085106383,0.4780141843971631,0.5205673758865248,0.02,9.127431351267644,0.18,0.9047619047619048,90.148344739981,0.9523809523809524,0.9152249134948096,92.2542697536384,0.9290657439446368,0.0,22.026476572596398,0.5,0.9811912225705328,0.9811912225705328,0.6071428571428571,0.6071428571428571,0.88,0.88,0.7380952380952381,0.7380952380952381,0.0783699059561128,9.658612828940411,0.1253918495297805,0.9642857142857144,91.12444800772228,0.9642857142857144,0.4904679376083189,50.33681490437682,0.5164644714038128,0.6666666666666666,55.70681803241231,0.6666666666666666,705,37
PieChart1,Mod,0.8312056737588652,0.8567375886524823,0.5148936170212766,0.5148936170212766,0.4468085106382978,0.5177304964539007,0.02,8.154912783794131,0.22,0.9607843137254902,91.67501951002876,0.9411764705882352,0.916095890410959,92.23242528268564,0.9332191780821918,0.3333333333333333,5.642350748447925,0.0,0.9272727272727272,0.9272727272727272,0.1666666666666666,0.1666666666666666,0.52,0.52,0.5098039215686274,0.5098039215686274,0.0424242424242424,8.760526314601096,0.1212121212121212,0.9666666666666668,91.40454199886555,0.8666666666666667,0.4598290598290598,48.68682308357694,0.5059625212947189,0.75,38.20113396088543,0.3333333333333333,705,37
PieChart2,Default,0.47248322147651,0.5234899328859061,0.6818791946308724,0.6818791946308724,0.4805369127516778,0.5261744966442953,0.0743801652892562,9.621587787416656,0.1184573002754821,0.6666666666666666,89.42211559356852,1.0,0.4885844748858447,50.06802622383822,0.513677811550152,0.0,19.562388994671515,1.0,0.6775956284153005,0.6775956284153005,1.0,1.0,0.6749311294765841,0.6749311294765841,1.0,1.0,0.081967213114754,10.249137375671127,0.1256830601092896,0.8888888888888888,88.20583054238823,1.0,0.4878048780487805,49.99842237648401,0.5121951219512195,0.0,6.824163255249527,1.0,745,36
PieChart2,Mod,0.8389261744966443,0.8657718120805369,0.6281879194630873,0.6281879194630873,0.334228187919463,0.3771812080536912,0.0,6.684980141380154,0.1578947368421052,0.7692307692307693,91.2389899258534,1.0,0.9151785714285714,92.1552252326032,0.928358208955224,0.0,1.1700569538906254,1.0,0.9111570247933884,0.9111570247933884,0.5,0.5,0.2456140350877192,0.2456140350877192,0.9230769230769232,0.9230769230769232,0.0557851239669421,7.997866686927402,0.0909090909090909,1.0,87.3954425506251,1.0,0.3209509658246657,33.58971484307769,0.3452380952380952,1.0,28.839575257882792,1.0,745,36
PieChart3,Default,0.1002785515320334,0.1002785515320334,0.500464252553389,0.500464252553389,0.4763231197771588,0.5264623955431755,0.0943796394485683,10.00665563993317,0.0943796394485683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0,0.0,1.0,1.0,0.528101802757158,0.528101802757158,0.0,0.0,0.0674157303370786,10.035204305525646,0.1191011235955056,0.8048780487804879,89.79066261170468,0.902439024390244,0.5140515222482436,52.85003667947499,0.5409836065573771,0.5789473684210527,67.72699837335328,0.7894736842105263,1077,37
PieChart3,Mod,0.8263695450324977,0.8467966573816156,0.5719591457753017,0.5719591457753017,0.4066852367688022,0.4401114206128134,0.0256410256410256,8.002825959294118,0.0897435897435897,0.9565217391304348,92.12714771852109,0.9478260869565216,0.911007025761124,91.70267528849052,0.9175377468060396,0.0,10.250804410064442,0.5,0.9171171171171172,0.9171171171171172,0.1296296296296296,0.1296296296296296,0.4102564102564102,0.4102564102564102,0.591304347826087,0.591304347826087,0.072072072072072,8.790514387234666,0.1099099099099099,0.8333333333333334,91.93581048681553,0.9444444444444444,0.40324449594438,41.12681209618885,0.4215456674473068,0.3571428571428571,55.35472577984336,0.4,1077,37
PizzaCutter1,Default,0.6656580937972768,0.7110438729198184,0.6293494704992436,0.6293494704992436,0.4750378214826021,0.5264750378214826,0.065359477124183,9.88956046820098,0.1503267973856209,0.9,88.98758293986955,0.9,0.7380952380952381,74.914124919548,0.7627737226277372,0.0,25.001595474477437,0.4,0.8651315789473685,0.8651315789473685,0.72,0.72,0.7320261437908496,0.7320261437908496,0.7666666666666667,0.7666666666666667,0.0723684210526315,9.930700230987512,0.131578947368421,0.88,89.86326522316503,0.96,0.4863387978142076,50.09995404251666,0.5164835164835165,0.5,49.51326623668086,0.6666666666666666,661,37
PizzaCutter1,Mod,0.81089258698941,0.8381240544629349,0.8093797276853253,0.8093797276853253,0.1739788199697428,0.2102874432677761,0.037037037037037,9.928499348540267,0.1851851851851851,0.8780487804878049,89.65454082448925,0.8536585365853658,0.9052823315118396,91.18036192949891,0.9201451905626136,0.1666666666666666,12.240512516044465,0.25,0.9138576779026216,0.9138576779026216,0.25,0.25,0.1481481481481481,0.1481481481481481,0.926829268292683,0.926829268292683,0.0898876404494382,9.928641216159368,0.1104868913857678,0.75,88.2192730158995,0.75,0.1115173674588665,12.297578974725733,0.1332116788321168,0.75,92.40029813350746,0.8,661,37
PizzaCutter3,Default,0.099712368168744,0.099712368168744,0.5004793863854267,0.5004793863854267,0.4832214765100671,0.5215723873441994,0.1004366812227074,9.972374158639475,0.1004366812227074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.00000000000004,1.0,0.0,0.0,1.0,1.0,0.5283842794759825,0.5283842794759825,0.0,0.0,0.0833333333333333,10.071591977958995,0.1203703703703703,0.868421052631579,89.3403992857997,0.8421052631578947,0.5194174757281553,52.90550794247338,0.5416164053075995,0.5833333333333334,67.05305872120137,0.6470588235294118,1043,37
PizzaCutter3,Mod,0.8446788111217641,0.8676893576222435,0.37679769894535,0.37679769894535,0.6059443911792906,0.6423777564717162,0.0,7.700369512564864,0.1029411764705882,0.9017857142857144,92.5749686965618,0.9464285714285714,0.9196217494089834,92.6148723258634,0.9278959810874704,0.1538461538461538,6.757120689263669,0.5384615384615384,0.9320388349514565,0.9320388349514565,0.125,0.125,0.6911764705882353,0.6911764705882353,0.4375,0.4375,0.0453074433656957,7.893979136840523,0.1067961165048543,0.9305555555555556,92.66595388301018,0.9861111111111112,0.649643705463183,66.26404966102224,0.6706443914081146,0.4444444444444444,44.84437618602525,0.8,1043,37
analcatdata_apnea1,Default,0.3831578947368421,0.5810526315789474,0.8673684210526316,0.8673684210526316,0.3831578947368421,0.5810526315789474,0.0,9.58084239821254,0.1971153846153846,1.0,93.34108635281667,1.0,0.4332425068119891,50.82407722956177,0.5522788203753352,0.0,47.205880420212,1.0,0.8486238532110092,0.8486238532110092,0.9393939393939394,0.9393939393939394,0.8413461538461539,0.8413461538461539,0.9130434782608696,0.9130434782608696,0.0,5.5033542310698405,0.1880733944954128,0.8787878787878788,86.43812834228247,1.0,0.4123989218328841,46.10013440193231,0.5254691689008043,0.0,16.263220717600895,1.0,475,3
analcatdata_apnea1,Mod,0.9242105263157896,0.9578947368421052,0.8252631578947368,0.8252631578947368,0.1578947368421052,0.2168421052631579,0.0,3.667440294829934,0.5,0.9473684210526316,95.7858603965918,0.9473684210526316,0.9697732997481108,97.28744213168208,0.9849624060150376,0.0,1.805055980459024,0.4,0.9793510324483776,0.9793510324483776,0.375,0.375,0.4166666666666667,0.4166666666666667,0.912280701754386,0.912280701754386,0.0176991150442477,3.6650707200704566,0.0471976401179941,1.0,90.4417436092006,1.0,0.1548223350253807,17.751704462074688,0.1884422110552764,0.0,38.75266971318482,1.0,475,3
analcatdata_apnea2,Default,0.4084210526315789,0.5810526315789474,0.8673684210526316,0.8673684210526316,0.3831578947368421,0.5557894736842105,0.0289855072463768,11.944662833696324,0.2028985507246377,1.0,92.99306631341246,1.0,0.4478021978021978,51.63031761855273,0.5528455284552846,0.0,58.293789811644025,1.0,0.8472222222222222,0.8472222222222222,0.9411764705882352,0.9411764705882352,0.8405797101449275,0.8405797101449275,0.92,0.92,0.0,4.103414888922692,0.1574074074074074,0.7941176470588235,85.78271024167132,0.9411764705882352,0.4177897574123989,45.19106919383123,0.5120643431635389,0.0,9.058965283124763,0.7777777777777778,475,3
analcatdata_apnea2,Mod,0.9031578947368422,0.9410526315789474,0.8210526315789474,0.8210526315789474,0.1621052631578947,0.2126315789473684,0.0,4.710319800123407,0.4210526315789473,0.95,95.7917934651082,1.0,0.9514066496163684,95.66338256629588,0.9717223650385604,0.0,4.127180008465515,1.0,0.9649122807017544,0.9649122807017544,0.1111111111111111,0.1111111111111111,0.3684210526315789,0.3684210526315789,0.8666666666666667,0.8666666666666667,0.0292397660818713,4.438483674564833,0.0555555555555555,0.2222222222222222,89.02254929322912,1.0,0.1616161616161616,16.502096045178067,0.1760204081632653,0.125,43.65948282352697,1.0,475,3
analcatdata_apnea3,Default,0.3911111111111111,0.5911111111111111,0.8933333333333333,0.8933333333333333,0.3911111111111111,0.5911111111111111,0.0,9.159360344200062,0.1969696969696969,0.7916666666666666,92.84804622700682,1.0,0.4422535211267606,50.40933663683056,0.5533707865168539,0.0,33.89793043277705,1.0,0.8817733990147784,0.8817733990147784,0.9310344827586208,0.9310344827586208,0.8787878787878788,0.8787878787878788,0.9166666666666666,0.9166666666666666,0.0,6.26898026612445,0.1970443349753694,0.7931034482758621,86.5831206690574,1.0,0.4297752808988764,47.8081402079163,0.5408450704225352,0.0,7.331008779453823,1.0,450,3
analcatdata_apnea3,Mod,0.9133333333333332,0.94,0.8288888888888889,0.8288888888888889,0.1733333333333333,0.2133333333333333,0.0,4.6588466982978325,0.25,1.0,96.51759522524743,0.96,0.9575596816976129,96.25699590971269,0.968503937007874,0.0,0.9385785773249926,0.5,0.9753846153846154,0.9753846153846154,0.375,0.375,0.5,0.5,0.9,0.9,0.0276923076923076,3.5780049679885755,0.0553846153846153,0.875,93.70141878434283,1.0,0.164021164021164,17.35887697680008,0.1856763925729443,0.0,28.404156281954226,0.0,450,3
analcatdata_challenger,Default,0.4347826086956521,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.4347826086956521,0.6086956521739131,0.0,6.38463391646844,0.180327868852459,1.0,96.61137713725604,1.0,0.4786324786324786,53.38196656650271,0.576271186440678,0.0,1.092625050099096,1.0,0.640625,0.640625,0.5714285714285714,0.5714285714285714,0.6229508196721312,0.6229508196721312,0.25,0.25,0.0,8.126385393248793,0.1875,0.8571428571428571,95.7247845982764,1.0,0.4576271186440678,51.99883707371072,0.5555555555555556,0.0,0.0966964242733838,0.0,138,2
analcatdata_challenger,Mod,0.4782608695652174,0.8260869565217391,0.6086956521739131,0.6086956521739131,0.217391304347826,0.7391304347826086,0.2666666666666666,46.18814944511004,0.7555555555555555,0.6666666666666666,74.57023739622022,1.0,0.6024096385542169,71.83337436234892,0.8674698795180723,0.0,11.997046392156358,1.0,0.7538461538461538,0.7538461538461538,0.5,0.5,0.6444444444444445,0.6444444444444445,0.8333333333333334,0.8333333333333334,0.0615384615384615,32.45430687345192,0.6,0.5,81.28032803632063,1.0,0.2738095238095238,48.886225871302585,0.6904761904761905,0.6666666666666666,38.63900223215878,1.0,138,2
analcatdata_chlamydia,Default,0.38,0.58,0.94,0.94,0.42,0.62,0.0,12.74394419313134,0.1363636363636363,0.8181818181818182,95.26963394777565,1.0,0.3972602739726027,48.05708325516147,0.4933333333333333,0.0,11.789992439447976,1.0,0.9444444444444444,0.9444444444444444,1.0,1.0,0.9545454545454546,0.9545454545454546,1.0,1.0,0.0,2.609505450758009,0.2222222222222222,0.4285714285714285,86.7584097798804,1.0,0.52,52.8474989591595,0.6164383561643836,0.0,3.722055327605221,1.0,100,3
analcatdata_chlamydia,Mod,0.88,0.92,0.71,0.71,0.25,0.29,0.0,2.190942882725974,0.2222222222222222,0.9444444444444444,98.52518344312035,1.0,0.8875,89.24987740538447,0.9113924050632912,0.0,0.0,0.0,0.918032786885246,0.918032786885246,0.0,0.0,0.4444444444444444,0.4444444444444444,0.6111111111111112,0.6111111111111112,0.0,1.715102529523469,0.0163934426229508,0.8571428571428571,98.16848694141012,1.0,0.2375,24.56734765488284,0.25,0.0,0.90811696270968,1.0,100,3
analcatdata_lawsuit,Default,0.4621212121212121,0.5454545454545454,0.9318181818181818,0.9318181818181818,0.4545454545454545,0.5378787878787878,0.0707964601769911,10.097491561338474,0.1504424778761062,0.0,0.0,0.0,0.5205479452054794,54.083465434976006,0.5656108597285068,0.0,57.05007817461816,1.0,0.9318181818181818,0.9318181818181818,1.0,1.0,0.9203539823008848,0.9203539823008848,0.0,0.0,0.053030303030303,9.492050550627244,0.1363636363636363,0.9473684210526316,90.3291340871088,1.0,0.4318181818181818,45.984724399220354,0.4794520547945205,0.0,0.0,0.0,264,4
analcatdata_lawsuit,Mod,0.5303030303030303,0.6666666666666666,0.5416666666666666,0.5416666666666666,0.375,0.5189393939393939,0.2153846153846154,30.58810350120686,0.4923076923076923,1.0,41.393303274578514,1.0,0.6982248520710059,73.65359186654234,0.8047337278106509,1.0,89.25042962631971,1.0,0.7482014388489209,0.7482014388489209,1.0,1.0,0.4615384615384615,0.4615384615384615,1.0,1.0,0.2230215827338129,30.16391610779393,0.3453237410071942,0.8571428571428571,62.41336081524082,0.8571428571428571,0.3532934131736527,42.88621951427852,0.4615384615384615,0.75,61.06281377035008,0.8333333333333334,264,4
analcatdata_neavote,Default,0.42,0.58,0.89,0.89,0.41,0.57,0.0212765957446808,8.374451861154613,0.1702127659574468,1.0,86.70981869408514,1.0,0.4457831325301205,48.95756830643576,0.5357142857142857,0.0,1.2821180980202218,1.0,0.8723404255319149,0.8723404255319149,1.0,1.0,0.8723404255319149,0.8723404255319149,1.0,1.0,0.0212765957446808,9.959650431955977,0.1914893617021276,1.0,90.9684526009274,1.0,0.4457831325301205,49.83228314063336,0.5421686746987951,0.0,5.908364516033294,0.0,100,3
analcatdata_neavote,Mod,0.35,0.67,0.52,0.52,0.39,0.63,0.2105263157894736,37.206580990158365,0.6052631578947368,0.75,44.7046607069233,0.75,0.4444444444444444,57.674826698244985,0.7272727272727273,0.0,14.143670779651307,0.5,0.5964912280701754,0.5964912280701754,0.4,0.4,0.3947368421052631,0.3947368421052631,0.25,0.25,0.2982456140350877,40.52211169998893,0.5263157894736842,0.4,51.30081028648074,0.8,0.3103448275862069,39.43196090421108,0.509090909090909,0.4,9.3361087839307,0.5,100,3
annthyroid,Default,0.4840277777777778,0.4879166666666666,0.4954166666666666,0.4954166666666666,0.4,0.4,0.0968488002312807,9.80069107183122,0.1000289100896212,0.8675213675213675,87.18169861493182,0.8846153846153846,0.4814077025232404,48.213504973061966,0.4831479329237921,0.6025641025641025,61.92556931913277,0.6493506493506493,0.4776561112755253,0.4776561112755253,0.5399361022364217,0.5399361022364217,0.4897369181844463,0.4897369181844463,0.3846153846153846,0.3846153846153846,0.0,0.0,0.0,0.7507987220447284,74.84795122736095,0.7507987220447284,0.4390770252324037,43.91418895083608,0.4390770252324037,0.0,0.0,0.0,7200,6
annthyroid,Mod,0.8773611111111111,0.8879166666666667,0.87875,0.87875,0.0047222222222222,0.0175,0.2791666666666667,30.79254470408142,0.3375,0.9393939393939394,94.23164880587817,0.946969696969697,0.9434085704939484,94.57137852572306,0.9480477046234276,0.6417910447761194,67.0558133177442,0.7162162162162162,0.944044502617801,0.944044502617801,0.676923076923077,0.676923076923077,0.2875,0.2875,0.946969696969697,0.946969696969697,0.0022905759162303,0.4772140275938796,0.0081806282722513,0.0307692307692307,2.659824236462725,0.0461538461538461,0.0024537870112874,0.5497931011323314,0.0098007187193727,0.0454545454545454,8.292788842279798,0.1733333333333333,7200,6
appendicitis,Default,0.4056603773584906,0.4811320754716981,0.4811320754716981,0.4811320754716981,0.3773584905660377,0.3773584905660377,0.0612244897959183,8.663585179879338,0.1224489795918367,0.8,89.11499609342182,1.0,0.4025974025974026,41.6968643879773,0.4342105263157895,0.3333333333333333,63.90159954185843,1.0,0.4489795918367347,0.4489795918367347,0.4,0.4,0.4489795918367347,0.4489795918367347,0.1,0.1,0.0,0.0,0.0,0.8666666666666667,82.00624160361195,0.8666666666666667,0.3552631578947368,36.03599407794081,0.3552631578947368,0.0,0.0,0.0,106,7
appendicitis,Mod,0.8301886792452831,0.8867924528301887,0.8113207547169812,0.8113207547169812,0.0188679245283018,0.0943396226415094,0.631578947368421,70.0073922300062,0.7894736842105263,0.6,69.48408610113745,0.7333333333333333,0.9,91.71583288609445,0.9411764705882352,0.4,46.84896612813152,0.5,0.8857142857142857,0.8857142857142857,0.4,0.4,0.5789473684210527,0.5789473684210527,0.6,0.6,0.0142857142857142,3.914436443900396,0.0714285714285714,0.0,12.56126073960118,0.3,0.0142857142857142,1.8672920183474175,0.0298507462686567,0.0,0.0,0.0,106,7
ar1,Default,0.0991735537190082,0.1487603305785124,0.5454545454545454,0.5454545454545454,0.4462809917355372,0.5619834710743802,0.0833333333333333,9.22684787115738,0.1018518518518518,0.5,82.4124809034438,1.0,0.0198019801980198,3.3882140624314587,0.0396039603960396,0.0,17.61372273225461,1.0,0.0714285714285714,0.0714285714285714,1.0,1.0,0.5185185185185185,0.5185185185185185,1.0,1.0,0.0535714285714285,10.010936965130108,0.1607142857142857,0.5,86.00617826425695,1.0,0.4803921568627451,50.484853177737406,0.5346534653465347,0.0,12.550344614155854,1.0,121,29
ar1,Mod,0.6363636363636364,0.768595041322314,0.4297520661157025,0.4297520661157025,0.4710743801652892,0.6033057851239669,0.0,13.132440786337078,0.3181818181818182,0.8333333333333334,76.99467120412604,0.8333333333333334,0.7659574468085106,80.23171056534977,0.8421052631578947,0.0,7.705582917026783,0.5,0.7358490566037735,0.7358490566037735,0.3333333333333333,0.3333333333333333,0.3636363636363636,0.3636363636363636,0.6666666666666666,0.6666666666666666,0.1132075471698113,16.00589819280038,0.2264150943396226,0.6666666666666666,64.26302589874106,1.0,0.5052631578947369,53.19419132007486,0.5729166666666666,0.5,22.498348542813037,1.0,121,29
ar3,Default,0.1746031746031746,0.2698412698412698,0.6666666666666666,0.6666666666666666,0.4285714285714285,0.5873015873015873,0.0444444444444444,8.97865223822497,0.1333333333333333,1.0,57.05007817461816,1.0,0.14,18.026417807504192,0.2040816326530612,1.0,8.811239819594132,0.0,0.3225806451612903,0.3225806451612903,1.0,1.0,0.5333333333333333,0.5333333333333333,1.0,1.0,0.032258064516129,9.766799108012563,0.1612903225806451,0.8571428571428571,89.20387816443697,1.0,0.4,44.13297682811112,0.48,0.0,0.6308057747076068,1.0,63,29
