Filename,Mode,MatvR,MatvR_Percentage,RvSk,RvSk_Percentage,MatvSk,MatvSk_Percentage,r_tp_m_fn,r_tp_m_fn_per,r_tn_m_fp,r_tn_m_fp_per,m_tp_r_fn,m_tp_r_fn_per,m_tn_r_fp,m_tn_r_fp_per,s_tp_r_fn,s_tp_r_fn_per,s_tn_r_fp,s_tn_r_fp_per,r_tp_s_fn,r_tp_s_fn_per,r_tn_s_fp,r_tn_s_fp_per,s_tp_m_fn,s_tp_m_fn_per,s_tn_m_fp,s_tn_m_fp_per,m_tp_s_fn,m_tp_s_fn_per,m_tn_s_fp,m_tn_s_fp_per,Row,Column
CastMetal1,Default,6,0.018348623853211,4,0.0122324159021406,0,0.0,3,0.0113207547169811,0,0.0,0,0.0,3,0.3333333333333333,1,0.0037593984962406,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,327,37
CastMetal1,Mod,6,0.018348623853211,5,0.0152905198776758,0,0.0,3,0.0113207547169811,0,0.0,0,0.0,3,0.3333333333333333,0,0.0,4,0.4,1,0.0037735849056603,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,327,37
CostaMadre1,Default,5,0.0168918918918918,2,0.0067567567567567,1,0.0033783783783783,3,0.0124481327800829,0,0.0,0,0.0,2,0.2222222222222222,1,0.0041322314049586,1,0.125,0,0.0,0,0.0,1,0.0042016806722689,0,0.0,0,0.0,0,0.0,296,37
CostaMadre1,Mod,7,0.0236486486486486,3,0.0101351351351351,0,0.0,3,0.0124481327800829,0,0.0,0,0.0,4,0.3636363636363636,0,0.0,2,0.2222222222222222,1,0.0041493775933609,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,296,37
KnuggetChase3,Default,0,0.0,2,0.0103092783505154,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,194,39
KnuggetChase3,Mod,2,0.0103092783505154,3,0.0154639175257731,1,0.0051546391752577,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,0,0.0,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,1,0.0909090909090909,0,0.0,0,0.0,194,39
KungChi3,Default,0,0.0,2,0.016260162601626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1666666666666666,1,0.0101010101010101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,123,39
KungChi3,Mod,4,0.032520325203252,2,0.016260162601626,0,0.0,2,0.0202020202020202,0,0.0,0,0.0,2,0.2857142857142857,0,0.0,1,0.1666666666666666,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,123,39
MeanWhile1,Default,3,0.0118577075098814,2,0.0079051383399209,1,0.0039525691699604,2,0.0094786729857819,0,0.0,0,0.0,1,0.1428571428571428,0,0.0,1,0.1428571428571428,1,0.0047393364928909,0,0.0,0,0.0,0,0.0,1,0.0048309178743961,0,0.0,253,37
MeanWhile1,Mod,5,0.0197628458498023,2,0.0079051383399209,0,0.0,4,0.0189573459715639,0,0.0,0,0.0,1,0.1428571428571428,0,0.0,1,0.1428571428571428,1,0.0047393364928909,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,253,37
MegaWatt1,Default,3,0.0118577075098814,3,0.0118577075098814,0,0.0,2,0.0094786729857819,0,0.0,0,0.0,1,0.1428571428571428,0,0.0,2,0.25,1,0.0047393364928909,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,253,37
MegaWatt1,Mod,6,0.0237154150197628,3,0.0118577075098814,0,0.0,5,0.0236966824644549,0,0.0,0,0.0,1,0.1428571428571428,0,0.0,1,0.1428571428571428,2,0.0094786729857819,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,253,37
PieChart1,Default,38,0.0539007092198581,24,0.0340425531914893,2,0.0028368794326241,29,0.0465489566613162,0,0.0,0,0.0,9,0.5,0,0.0,7,0.4375,17,0.0272873194221508,0,0.0,0,0.0,0,0.0,2,0.0033783783783783,0,0.0,705,37
PieChart1,Mod,34,0.0482269503546099,29,0.0411347517730496,1,0.001418439716312,25,0.0401284109149277,0,0.0,0,0.0,9,0.5,0,0.0,9,0.5,20,0.0321027287319422,0,0.0,1,0.001669449081803,0,0.0,0,0.0,0,0.0,705,37
PieChart2,Default,46,0.061744966442953,26,0.0348993288590604,6,0.0080536912751677,43,0.0610795454545454,0,0.0,0,0.0,3,0.6,0,0.0,1,0.3333333333333333,25,0.0355113636363636,0,0.0,6,0.009009009009009,0,0.0,0,0.0,0,0.0,745,36
PieChart2,Mod,30,0.0402684563758389,25,0.0335570469798657,0,0.0,29,0.0411931818181818,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,1,0.3333333333333333,24,0.034090909090909,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,745,36
PieChart3,Default,66,0.0612813370473537,37,0.0343546889507892,9,0.0083565459610027,48,0.0527472527472527,0,0.0,0,0.0,18,0.72,0,0.0,9,0.5625,28,0.0307692307692307,0,0.0,7,0.0080552359033371,0,0.0,0,0.0,2,0.074074074074074,1077,37
