Filename,Mode,AvgTimeElapsed,Flipped,FlippedPercentage,RunNumber50p,AvgFlippedPerRun,AvgFlippedPerRunPercentage,ti_fo_per_all,to_fi_per_all,ti_fo_per_avg,to_fi_per_avg,Row,Column
ar3,Default,0.0585665174999999,2,0.0317460317460317,18,0.08,0.0012698412698412,0.0181818181818181,0.125,0.0007272727272727,0.005,63,29
ar4,Default,0.10745225922,6,0.0560747663551401,3,1.9093877551020408,0.0178447453747854,0.0459770114942528,0.1,0.0163452967393854,0.0243673469387755,107,29
ar6,Default,0.0969755682999999,7,0.0693069306930693,1,0.6457142857142857,0.0063932107496463,0.0697674418604651,0.0666666666666666,0.0050023730422401,0.0143673469387755,101,29
arsenic-female-bladder,Default,0.29160437592,51,0.0912343470483005,1,11.199183673469388,0.0200343178416268,0.0960334029227557,0.0625,0.0212960674875378,0.0124795918367346,559,4
arsenic-female-lung,Default,0.2941890641,48,0.0858676207513416,1,11.02204081632653,0.0197174254317111,0.0888888888888888,0.0,0.0204111866969009,0.0,559,4
arsenic-male-bladder,Default,0.28897158412,39,0.0697674418604651,1,10.896326530612244,0.019492534044029,0.0728971962616822,0.0,0.0203669654777798,0.0,559,4
arsenic-male-lung,Default,0.2858908766799999,46,0.0822898032200357,1,11.475102040816326,0.0205279106275784,0.0842490842490842,0.0,0.0210166704044255,0.0,559,4
backache,Default,0.23626797576,21,0.1166666666666666,1,4.048979591836734,0.0224943310657596,0.1032258064516129,0.2,0.0227202106649111,0.0210938775510204,180,31
breastw,Default,0.26129221334,79,0.1156661786237188,1,20.587755102040816,0.0301431260644814,0.009009009009009,0.3138075313807531,0.0014708586137157,0.0834087609939373,683,9
cardio,Default,0.3251961616,230,0.125614418350628,1,59.63428571428572,0.0325692439728485,0.091238670694864,0.4488636363636363,0.0228462913866452,0.1239981447124304,1831,21
climate-model-simulation-crashes,Default,0.27077302758,186,0.3444444444444444,1,48.68244897959184,0.0901526832955404,0.3319838056680162,0.4782608695652174,0.0860315624225398,0.1344099378881987,540,21
datatrieve,Default,0.12511784752,9,0.0692307692307692,2,1.8881632653061224,0.014524332810047,0.0504201680672268,0.2727272727272727,0.009946835877208,0.0640445269016697,130,8
fertility,Default,0.10584407252,14,0.14,1,4.18530612244898,0.0418530612244898,0.125,0.25,0.0408719851576994,0.049047619047619,100,9
flare,Default,0.2122144725599999,77,0.0722326454033771,1,18.720816326530613,0.017561741394494,0.0757918552036199,0.0549450549450549,0.0171373164650475,0.0196232339089481,1066,10
glass,Default,0.23390501246,9,0.0420560747663551,1,2.18530612244898,0.0102117108525653,0.0390243902439024,0.1111111111111111,0.0087446490791438,0.0436281179138322,214,9
ionosphere,Default,0.27972726242,27,0.0769230769230769,1,6.504489795918367,0.0185313099598813,0.0088888888888888,0.1984126984126984,0.0043863945578231,0.0437900874635568,351,33
kc3,Default,0.2730293433,35,0.0764192139737991,1,6.600816326530612,0.0144122627216825,0.0674698795180722,0.1627906976744186,0.0121760511433489,0.0359943046986236,458,39
letter,Default,0.32052424844,352,0.22,1,88.70040816326531,0.0554377551020408,0.208,0.4,0.0519744217687074,0.1073877551020408,1600,32
lungcancer_GSE31210,Default,0.2326160825,21,0.0929203539823008,1,5.947755102040817,0.026317500451508,0.0994764397905759,0.0571428571428571,0.0263318730633614,0.0262390670553935,226,23
lympho,Default,0.18450887166,8,0.054054054054054,1,1.853061224489796,0.0125206839492553,0.056338028169014,0.0,0.0130497269330267,0.0,148,18
mw1,Default,0.30147687752,31,0.0769230769230769,1,9.408979591836736,0.0233473439003392,0.064516129032258,0.2258064516129032,0.0192012288786482,0.073100724160632,403,37
optdigits,Default,0.42797678506,1084,0.2078220858895705,1,267.6097959183673,0.0513055590334293,0.2009474930911962,0.44,0.0497619181900948,0.1034394557823129,5216,64
pc1,Default,0.29781837338,36,0.0324616771866546,1,9.570612244897958,0.0086299479214589,0.0310077519379844,0.0519480519480519,0.0078579338712229,0.018976941425921,1109,21
pima,Default,0.29322817998,89,0.1158854166666666,1,22.323265306122448,0.0290667517006802,0.074,0.1940298507462686,0.0167689795918367,0.0520103563813585,768,8
satellite,Default,0.3807611917,618,0.096037296037296,1,154.07183673469387,0.0239427873713587,0.0272789270288702,0.2445972495088408,0.0071519037258003,0.0602213223206768,6435,36
satimage-2,Default,0.37288954664,679,0.1170084439083232,1,161.3861224489796,0.0278108086246733,0.1182833217027215,0.0140845070422535,0.0280805218109574,0.0060362173038229,5803,36
thoracic_surgery,Default,0.35985876162,42,0.0893617021276595,1,9.393469387755102,0.01998610508033,0.065,0.2285714285714285,0.0123979591836734,0.0633469387755102,470,17
thyroid,Default,0.3406881642,254,0.0673382820784729,1,64.71020408163265,0.0171554093535611,0.0676814351726012,0.053763440860215,0.0171699274980446,0.0165810840465218,3772,6
vertebral,Default,0.2481642141199999,22,0.0916666666666666,1,4.371428571428571,0.0182142857142857,0.0952380952380952,0.0666666666666666,0.0197201166180758,0.0076734693877551,240,6
visualizing_livestock,Default,0.1319233442,10,0.0769230769230769,1,2.122448979591837,0.0163265306122449,0.0761904761904762,0.08,0.0190864917395529,0.004734693877551,130,2
vowels,Default,0.29248502832,294,0.2019230769230769,1,72.03673469387755,0.0494757793227181,0.1941678520625889,0.42,0.048030888030888,0.0901061224489796,1456,12
wbc,Default,0.27504691844,22,0.0582010582010582,1,5.866938775510204,0.0155210020516142,0.0532212885154061,0.1428571428571428,0.0147830560795746,0.0280660835762876,378,30
wine,Default,0.11421152746,21,0.1627906976744186,1,4.2759183673469385,0.0331466540104413,0.1260504201680672,0.6,0.024606413994169,0.1347755102040816,129,13
CastMetal1,Fast,0.1446271316599999,28,0.0856269113149847,1,5.870204081632653,0.0179516944392435,0.0701754385964912,0.1904761904761904,0.0164525599713569,0.0281243926141885,327,37
CostaMadre1,Fast,0.13980769178,25,0.0844594594594594,1,6.396734693877551,0.0216105901820187,0.0775193798449612,0.131578947368421,0.0186331276696725,0.0418259935553168,296,37
KnuggetChase3,Fast,0.10401816668,13,0.0670103092783505,1,3.24,0.016701030927835,0.0443037974683544,0.1666666666666666,0.0102764143632136,0.0448979591836734,194,39
KungChi3,Fast,0.0623380249999999,9,0.073170731707317,1,2.3346938775510204,0.0189812510370001,0.0467289719626168,0.25,0.0101850085828724,0.0778061224489796,123,39
MeanWhile1,Fast,0.13989437,31,0.1225296442687747,1,7.266122448979591,0.0287198515769944,0.0973451327433628,0.3333333333333333,0.0249485280837998,0.0602872260015117,253,37
MegaWatt1,Fast,0.1376917083,25,0.0988142292490118,1,6.631836734693877,0.0262127934177623,0.0884955752212389,0.1851851851851851,0.0226512551923424,0.0560241874527588,253,37
PieChart1,Fast,0.14606281582,57,0.0808510638297872,1,13.418775510204082,0.019033724127949,0.0745341614906832,0.1475409836065573,0.0182874889086069,0.0269120107059217,705,37
PieChart2,Fast,0.15140048248,68,0.0912751677852349,1,16.340408163265305,0.021933433776195,0.0891632373113854,0.1875,0.0210643599003387,0.0615306122448979,745,36
PieChart3,Fast,0.1495894191,77,0.0714948932219127,1,19.674285714285716,0.0182676747579254,0.0572640509013785,0.1716417910447761,0.0149985932867314,0.0412732257081937,1077,37
PizzaCutter1,Fast,0.1465951858599999,46,0.0695915279878971,1,11.613061224489796,0.0175689277223748,0.064039408866995,0.1346153846153846,0.0152126269226902,0.0451648351648351,661,37
PizzaCutter3,Fast,0.15048182496,81,0.0776605944391179,1,20.60408163265306,0.0197546324378265,0.0665938864628821,0.1574803149606299,0.0172462347384368,0.0378466977342117,1043,37
analcatdata_apnea1,Fast,0.15308389584,100,0.2105263157894736,1,17.932244897959183,0.0377520945220193,0.1956521739130435,0.3114754098360656,0.0344651483781918,0.0600602208096353,475,3
analcatdata_apnea2,Fast,0.15463526828,99,0.2084210526315789,1,19.161632653061226,0.0403402792696025,0.2019464720194647,0.25,0.039151894334376,0.0479719387755102,475,3
analcatdata_apnea3,Fast,0.1529627025399999,97,0.2155555555555555,1,16.686530612244898,0.0370811791383219,0.2025316455696202,0.3090909090909091,0.0347899767501937,0.0535361781076066,450,3
analcatdata_challenger,Fast,0.0185328307999999,30,0.217391304347826,3,8.806530612244899,0.0638154392191659,0.2170542635658914,0.2222222222222222,0.0670526815377313,0.0174149659863945,138,2
analcatdata_chlamydia,Fast,0.0520052541999999,16,0.16,1,3.244081632653061,0.0324408163265306,0.1728395061728395,0.1052631578947368,0.0372083648274124,0.0121160042964554,100,3
analcatdata_lawsuit,Fast,0.14546021168,37,0.1401515151515151,1,10.32,0.039090909090909,0.1224489795918367,0.3684210526315789,0.0349954185755935,0.0919011815252416,264,4
analcatdata_neavote,Fast,0.0541018299199999,17,0.17,1,5.186122448979591,0.0518612244897959,0.1612903225806451,0.2857142857142857,0.0483037085802062,0.0991253644314868,100,3
annthyroid,Fast,0.1919321092399999,685,0.0951388888888888,1,174.10285714285715,0.0241809523809523,0.0844584458445844,0.2284644194756554,0.0212159175101183,0.0611939157685546,7200,6
appendicitis,Fast,0.04509738584,13,0.1226415094339622,1,2.830204081632653,0.0267000385059684,0.1176470588235294,0.1428571428571428,0.0259111644657863,0.0298931000971817,106,7
ar1,Fast,0.05412734578,16,0.1322314049586777,1,3.2889795918367346,0.0271816495193118,0.125,0.2222222222222222,0.021137026239067,0.1024036281179138,121,29
ar3,Fast,0.02900095422,5,0.0793650793650793,7,0.973061224489796,0.0154454162617427,0.0363636363636363,0.375,0.0078664192949907,0.0675510204081632,63,29
ar4,Fast,0.05237277334,8,0.0747663551401869,2,2.3020408163265307,0.0215144001525844,0.057471264367816,0.15,0.018644147314098,0.034,107,29
ar6,Fast,0.04587047832,7,0.0693069306930693,1,1.4489795918367347,0.0143463325924429,0.0697674418604651,0.0666666666666666,0.0127764594209776,0.0233469387755102,101,29
arsenic-female-bladder,Fast,0.14183260664,78,0.1395348837209302,1,15.88326530612245,0.0284137125333138,0.1482254697286012,0.0875,0.0297558689446551,0.0203775510204081,559,4
arsenic-female-lung,Fast,0.1433500308199999,73,0.1305903398926654,1,16.831836734693876,0.0301106202767332,0.1351851851851851,0.0,0.0311700680272108,0.0,559,4
arsenic-male-bladder,Fast,0.1420656308,67,0.1198568872987477,1,15.857959183673469,0.0283684421890401,0.1252336448598131,0.0,0.0296410452031279,0.0,559,4
arsenic-male-lung,Fast,0.14189781334,72,0.1288014311270125,1,16.01469387755102,0.0286488262567996,0.1318681318681318,0.0,0.0293309411676758,0.0,559,4
backache,Fast,0.11974299326,24,0.1333333333333333,1,5.397551020408163,0.0299863945578231,0.1290322580645161,0.16,0.0305569453587886,0.0264489795918367,180,31
breastw,Fast,0.12883674582,103,0.150805270863836,1,26.144489795918368,0.0382789016045656,0.018018018018018,0.3974895397489539,0.0026070968928111,0.1045478609853983,683,9
cardio,Fast,0.16222261408,301,0.1643910431458219,1,79.03673469387755,0.0431658845952362,0.1244712990936555,0.5397727272727273,0.0315225352981071,0.1526530612244898,1831,21
climate-model-simulation-crashes,Fast,0.13434110832,240,0.4444444444444444,1,58.57714285714286,0.1084761904761904,0.4251012145748988,0.6521739130434783,0.1037131289762868,0.1596273291925465,540,21
datatrieve,Fast,0.0573610924999999,12,0.0923076923076923,1,2.9453061224489794,0.0226562009419152,0.0756302521008403,0.2727272727272727,0.0151054707597324,0.1043413729128014,130,8
fertility,Fast,0.05132055498,23,0.23,1,5.44734693877551,0.0544734693877551,0.2045454545454545,0.4166666666666667,0.0511966604823747,0.0785034013605442,100,9
flare,Fast,0.1054653116399999,100,0.0938086303939962,1,26.899591836734693,0.025234138683616,0.0927601809954751,0.0989010989010989,0.0249875334749284,0.0264319354115272,1066,10
glass,Fast,0.11606028838,17,0.0794392523364486,1,3.150204081632653,0.0147205798207133,0.0780487804878048,0.1111111111111111,0.0131329019412643,0.0508843537414966,214,9
ionosphere,Fast,0.13860811078,42,0.1196581196581196,1,9.239183673469388,0.0263224606081748,0.0133333333333333,0.3095238095238095,0.0046657596371882,0.0649951409135082,351,33
kc3,Fast,0.13492519672,50,0.1091703056768559,1,12.212244897959184,0.0266642901702165,0.0987951807228915,0.2093023255813953,0.0241435947873125,0.0509919316563834,458,39
letter,Fast,0.15972697496,483,0.301875,1,115.97142857142858,0.0724821428571428,0.2886666666666667,0.5,0.0681817687074829,0.1369877551020408,1600,32
lungcancer_GSE31210,Fast,0.11622545754,33,0.1460176991150442,1,8.365714285714287,0.037016434892541,0.1465968586387434,0.1428571428571428,0.0376493215087081,0.0335626822157434,226,23
lympho,Fast,0.0915673783599999,16,0.1081081081081081,1,3.055510204081633,0.0206453392167677,0.1056338028169014,0.1666666666666666,0.0212359873526875,0.0066666666666666,148,18
mw1,Fast,0.15008726238,42,0.1042183622828784,1,12.434285714285714,0.0308543069833392,0.0887096774193548,0.2903225806451613,0.0253763440860215,0.096589861751152,403,37
optdigits,Fast,0.21435000248,1493,0.2862346625766871,1,368.2995918367347,0.0706095843245273,0.2785234899328859,0.5466666666666666,0.0689256105126614,0.1274829931972789,5216,64
pc1,Fast,0.14821615164,65,0.0586113615870153,1,13.416326530612244,0.0120976794685412,0.0562015503875969,0.0909090909090909,0.0114586299636133,0.020662602703419,1109,21
pima,Fast,0.1430031024799999,134,0.1744791666666666,1,32.84,0.0427604166666666,0.122,0.2723880597014925,0.0281371428571428,0.0700426439232409,768,8
satellite,Fast,0.18656203318,848,0.1317793317793318,1,217.03183673469388,0.0337267811553525,0.043418958854285,0.3226915520628683,0.0101967515808323,0.0845659757026582,6435,36
satimage-2,Fast,0.18268649746,1037,0.1787006720661726,1,236.2644897959184,0.0407141977935409,0.1805652477320307,0.028169014084507,0.0411226626030733,0.0077378557056625,5803,36
thoracic_surgery,Fast,0.17658790338,64,0.1361702127659574,1,15.14938775510204,0.0322327399044724,0.11,0.2857142857142857,0.0230510204081632,0.0846997084548105,470,17
thyroid,Fast,0.1663487549599999,346,0.0917285259809119,1,86.36734693877551,0.0228969636635141,0.0916009785267735,0.0967741935483871,0.0229206028701233,0.0219618169848584,3772,6
vertebral,Fast,0.12046972164,27,0.1125,1,6.408979591836735,0.026704081632653,0.119047619047619,0.0666666666666666,0.0288396501457725,0.0117551020408163,240,6
visualizing_livestock,Fast,0.06382760822,17,0.1307692307692307,1,3.770612244897959,0.0290047095761381,0.1238095238095238,0.16,0.0313780369290573,0.0190367346938775,130,2
vowels,Fast,0.14376547918,403,0.2767857142857143,1,97.44979591836734,0.0669298048889885,0.2681365576102418,0.52,0.0644613464162336,0.1363428571428571,1456,12
wbc,Fast,0.13372177752,33,0.0873015873015873,1,8.322448979591837,0.0220170607925709,0.0812324929971988,0.1904761904761904,0.0204721888755502,0.0482798833819241,378,30
wine,Fast,0.05448327742,32,0.2480620155038759,1,6.63265306122449,0.0514159152032906,0.2184873949579832,0.6,0.0436083004630423,0.1443265306122449,129,13
