Repository URL,Star Count,Algorithm
https://github.com/tommyippoz/RELOAD,9,elki.algorithm.outlier
https://github.com/homarques/ireos-extension,6,elki.algorithm.outlier
https://github.com/codecentric/spring-xd-playground,1,elki.algorithm.outlier
https://github.com/anupambagchi/elki,5,elki.algorithm.outlier
https://github.com/atidjani/IoSL_Clustering,4,elki.algorithm.outlier
https://github.com/TKnudsen/DMandML,2,elki.algorithm.outlier
https://github.com/TheAnomalieZ/product-taz,6,elki.algorithm.outlier
https://github.com/lisehr/dq-meerkat,12,elki.algorithm.outlier
https://github.com/elenimikro/rio,2,elki.algorithm.outlier
https://github.com/aherbert/gdsc-core,2,elki.algorithm.outlier
