Filename,Mode,MatvR,MatvR_Percentage,RvSk,RvSk_Percentage,MatvSk,MatvSk_Percentage,r_tp_m_fn,r_tp_m_fn_per,r_tn_m_fp,r_tn_m_fp_per,m_tp_r_fn,m_tp_r_fn_per,m_tn_r_fp,m_tn_r_fp_per,s_tp_r_fn,s_tp_r_fn_per,s_tn_r_fp,s_tn_r_fp_per,r_tp_s_fn,r_tp_s_fn_per,r_tn_s_fp,r_tn_s_fp_per,s_tp_m_fn,s_tp_m_fn_per,s_tn_m_fp,s_tn_m_fp_per,m_tp_s_fn,m_tp_s_fn_per,m_tn_s_fp,m_tn_s_fp_per
CastMetal1,Default,43,0.13149847094801223,184,0.5626911314984709,151,0.4617737003058104,23,0.08614232209737828,2,0.5,14,0.05426356589147287,4,0.6666666666666666,18,0.1276595744680851,18,1.0,144,0.5393258426966292,4,1.0,8,0.05673758865248227,16,0.8888888888888888,124,0.48249027237354086,3,0.6
CastMetal1,Mod,262,0.8012232415902141,226,0.691131498470948,88,0.2691131498470948,1,0.037037037037037035,32,0.8888888888888888,229,0.8980392156862745,0,0.0,189,0.8957345971563981,3,0.3,5,0.18518518518518517,29,0.8055555555555556,15,0.07109004739336493,10,1.0,59,0.23137254901960785,4,1.0
CostaMadre1,Default,265,0.8952702702702703,149,0.5033783783783784,140,0.47297297297297297,0,0.0,36,0.9473684210526315,229,0.9956521739130435,0,0.0,126,1.0,0,0.0,1,1.0,22,0.5789473684210527,9,0.07142857142857142,13,0.8125,116,0.4978540772532189,2,0.4
CostaMadre1,Mod,236,0.7972972972972973,192,0.6486486486486487,96,0.32432432432432434,0,0.0,27,0.8181818181818182,209,0.8931623931623932,0,0.0,160,0.903954802259887,1,0.09090909090909091,8,0.32,23,0.696969696969697,14,0.07909604519774012,8,0.7272727272727273,71,0.3034188034188034,3,0.5
KnuggetChase3,Default,173,0.8917525773195877,99,0.5103092783505154,90,0.4639175257731959,0,0.0,32,0.9142857142857143,141,0.9929577464788732,0,0.0,79,1.0,1,0.05555555555555555,1,1.0,18,0.5142857142857142,4,0.05063291139240506,16,0.8888888888888888,68,0.4755244755244755,2,0.5
KnuggetChase3,Mod,143,0.7371134020618557,90,0.4639175257731959,97,0.5,0,0.0,24,0.8571428571428571,119,0.8686131386861314,0,0.0,62,0.9117647058823529,3,0.16666666666666666,12,0.6666666666666666,13,0.4642857142857143,4,0.058823529411764705,15,0.8333333333333334,75,0.539568345323741,3,0.5
KungChi3,Default,111,0.9024390243902439,62,0.5040650406504065,53,0.43089430894308944,0,0,15,0.9375,96,1.0,0,0.0,54,1.0,0,0.0,0,0,8,0.5,2,0.037037037037037035,7,0.875,44,0.4583333333333333,0,0.0
KungChi3,Mod,88,0.7154471544715447,52,0.42276422764227645,64,0.5203252032520326,0,0.0,9,0.9,79,0.8586956521739131,0,0.0,38,0.8837209302325582,4,0.3333333333333333,8,0.6153846153846154,2,0.2,2,0.046511627906976744,8,0.6666666666666666,54,0.5684210526315789,0,0.0
MeanWhile1,Default,91,0.35968379446640314,187,0.7391304347826086,116,0.45849802371541504,11,0.07971014492753623,6,1.0,74,0.3681592039800995,0,0,73,0.6293103448275862,15,0.8823529411764706,95,0.6884057971014492,4,0.6666666666666666,6,0.05172413793103448,16,0.9411764705882353,93,0.458128078817734,1,0.5
MeanWhile1,Mod,197,0.7786561264822134,162,0.6403162055335968,87,0.3438735177865613,0,0.0,22,0.9565217391304348,175,0.8793969849246231,0,0.0,134,0.9241379310344827,0,0.0,13,0.5416666666666666,15,0.6521739130434783,12,0.08275862068965517,8,1.0,66,0.3316582914572864,1,1.0
MegaWatt1,Default,91,0.35968379446640314,187,0.7391304347826086,114,0.4505928853754941,11,0.07971014492753623,5,0.8333333333333334,75,0.3712871287128713,0,0.0,73,0.6293103448275862,15,0.8823529411764706,95,0.6884057971014492,4,0.6666666666666666,5,0.04310344827586207,14,0.8235294117647058,94,0.4585365853658537,1,0.25
MegaWatt1,Mod,197,0.7786561264822134,179,0.7075098814229249,66,0.2608695652173913,0,0.0,17,0.7727272727272727,180,0.8780487804878049,0,0.0,156,0.8914285714285715,2,0.2222222222222222,6,0.24,15,0.6818181818181818,14,0.08,7,0.7777777777777778,43,0.2107843137254902,2,0.5
PieChart1,Default,568,0.8056737588652483,405,0.574468085106383,337,0.47801418439716314,1,0.02,38,0.9047619047619048,529,0.9152249134948097,0,0.0,313,0.9811912225705329,17,0.6071428571428571,44,0.88,31,0.7380952380952381,25,0.07836990595611286,27,0.9642857142857143,283,0.4904679376083189,2,0.6666666666666666
PieChart1,Mod,586,0.8312056737588652,363,0.5148936170212766,315,0.44680851063829785,1,0.02,49,0.9607843137254902,535,0.916095890410959,1,0.3333333333333333,306,0.9272727272727272,5,0.16666666666666666,26,0.52,26,0.5098039215686274,14,0.04242424242424243,29,0.9666666666666667,269,0.4598290598290598,3,0.75
PieChart2,Default,352,0.47248322147651006,508,0.6818791946308724,358,0.48053691275167787,27,0.0743801652892562,4,0.6666666666666666,321,0.4885844748858447,0,0.0,248,0.6775956284153005,9,1.0,245,0.6749311294765841,6,1.0,30,0.08196721311475409,8,0.8888888888888888,320,0.4878048780487805,0,0.0
PieChart2,Mod,625,0.8389261744966443,468,0.6281879194630873,249,0.33422818791946307,0,0.0,10,0.7692307692307693,615,0.9151785714285714,0,0.0,441,0.9111570247933884,1,0.5,14,0.24561403508771928,12,0.9230769230769231,27,0.05578512396694215,2,1.0,216,0.3209509658246657,4,1.0
PieChart3,Default,108,0.10027855153203342,539,0.500464252553389,513,0.4763231197771588,89,0.09437963944856839,0,0,0,0.0,19,1.0,0,0.0,41,1.0,498,0.528101802757158,0,0,30,0.06741573033707865,33,0.8048780487804879,439,0.5140515222482436,11,0.5789473684210527
PieChart3,Mod,890,0.8263695450324977,616,0.5719591457753017,438,0.40668523676880225,2,0.02564102564102564,110,0.9565217391304348,778,0.9110070257611241,0,0.0,509,0.9171171171171171,7,0.12962962962962962,32,0.41025641025641024,68,0.591304347826087,40,0.07207207207207207,45,0.8333333333333334,348,0.40324449594438005,5,0.35714285714285715
PizzaCutter1,Default,440,0.6656580937972768,416,0.6293494704992436,314,0.4750378214826021,10,0.06535947712418301,27,0.9,403,0.7380952380952381,0,0.0,263,0.8651315789473685,18,0.72,112,0.7320261437908496,23,0.7666666666666667,22,0.07236842105263158,22,0.88,267,0.48633879781420764,3,0.5
PizzaCutter1,Mod,536,0.81089258698941,535,0.8093797276853253,115,0.17397881996974282,2,0.037037037037037035,36,0.8780487804878049,497,0.9052823315118397,1,0.16666666666666666,488,0.9138576779026217,1,0.25,8,0.14814814814814814,38,0.926829268292683,48,0.0898876404494382,3,0.75,61,0.11151736745886655,3,0.75
PizzaCutter3,Default,104,0.09971236816874401,522,0.5004793863854267,504,0.48322147651006714,92,0.10043668122270742,0,0,0,0.0,12,1.0,0,0.0,38,1.0,484,0.5283842794759825,0,0,36,0.08333333333333333,33,0.868421052631579,428,0.5194174757281553,7,0.5833333333333334
PizzaCutter3,Mod,881,0.8446788111217641,393,0.37679769894535,632,0.6059443911792906,0,0.0,101,0.9017857142857143,778,0.9196217494089834,2,0.15384615384615385,288,0.9320388349514563,9,0.125,47,0.6911764705882353,49,0.4375,14,0.045307443365695796,67,0.9305555555555556,547,0.649643705463183,4,0.4444444444444444
analcatdata_apnea1,Default,182,0.3831578947368421,412,0.8673684210526316,182,0.3831578947368421,0,0.0,23,1.0,159,0.4332425068119891,0,0,185,0.8486238532110092,31,0.9393939393939394,175,0.8413461538461539,21,0.9130434782608695,0,0.0,29,0.8787878787878788,153,0.4123989218328841,0,0.0
analcatdata_apnea1,Mod,439,0.9242105263157895,392,0.8252631578947368,75,0.15789473684210525,0,0.0,54,0.9473684210526315,385,0.9697732997481109,0,0.0,332,0.9793510324483776,3,0.375,5,0.4166666666666667,52,0.9122807017543859,6,0.017699115044247787,8,1.0,61,0.1548223350253807,0,0
analcatdata_apnea2,Default,194,0.40842105263157896,412,0.8673684210526316,182,0.3831578947368421,6,0.028985507246376812,25,1.0,163,0.4478021978021978,0,0,183,0.8472222222222222,32,0.9411764705882353,174,0.8405797101449275,23,0.92,0,0.0,27,0.7941176470588235,155,0.41778975741239893,0,0.0
analcatdata_apnea2,Mod,429,0.9031578947368422,390,0.8210526315789474,77,0.16210526315789472,0,0.0,57,0.95,372,0.9514066496163683,0,0.0,330,0.9649122807017544,1,0.1111111111111111,7,0.3684210526315789,52,0.8666666666666667,10,0.029239766081871343,2,0.2222222222222222,64,0.16161616161616163,1,0.125
analcatdata_apnea3,Default,176,0.39111111111111113,402,0.8933333333333333,176,0.39111111111111113,0,0.0,19,0.7916666666666666,157,0.4422535211267606,0,0.0,179,0.8817733990147784,27,0.9310344827586207,174,0.8787878787878788,22,0.9166666666666666,0,0.0,23,0.7931034482758621,153,0.4297752808988764,0,0.0
analcatdata_apnea3,Mod,411,0.9133333333333333,373,0.8288888888888889,78,0.17333333333333334,0,0.0,50,1.0,361,0.9575596816976127,0,0,317,0.9753846153846154,3,0.375,8,0.5,45,0.9,9,0.027692307692307693,7,0.875,62,0.164021164021164,0,0.0
analcatdata_challenger,Default,60,0.43478260869565216,84,0.6086956521739131,60,0.43478260869565216,0,0.0,4,1.0,56,0.47863247863247865,0,0,41,0.640625,4,0.5714285714285714,38,0.6229508196721312,1,0.25,0,0.0,6,0.8571428571428571,54,0.4576271186440678,0,0.0
analcatdata_challenger,Mod,66,0.4782608695652174,84,0.6086956521739131,30,0.21739130434782608,12,0.26666666666666666,4,0.6666666666666666,50,0.6024096385542169,0,0.0,49,0.7538461538461538,1,0.5,29,0.6444444444444445,5,0.8333333333333334,4,0.06153846153846154,1,0.5,23,0.27380952380952384,2,0.6666666666666666
analcatdata_chlamydia,Default,38,0.38,94,0.94,42,0.42,0,0.0,9,0.8181818181818182,29,0.3972602739726027,0,0.0,34,0.9444444444444444,7,1.0,42,0.9545454545454546,11,1.0,0,0.0,3,0.42857142857142855,39,0.52,0,0.0
analcatdata_chlamydia,Mod,88,0.88,71,0.71,25,0.25,0,0.0,17,0.9444444444444444,71,0.8875,0,0.0,56,0.9180327868852459,0,0.0,4,0.4444444444444444,11,0.6111111111111112,0,0.0,6,0.8571428571428571,19,0.2375,0,0.0
