Filename,Mode,AvgTimeElapsed,Flipped,RunNumber50p,AvgFlippedPerRun,AvgFlippedPerRunPercentage
breastw,Default,0.32635811680000004,80,4,20.184489795918367,0.029552693698269936
breastw,Optimal,0.3135202867,99,4,27.516734693877552,0.04028804493979144
breastw,Fast,0.38167002835999997,124,3,34.91510204081633,0.05112020796605612
CastMetal1,Default,0.38273892836,20,3,4.455510204081633,0.013625413468139549
CastMetal1,Optimal,1.8201940517400002,6,8,0.8130612244897959,0.0024864257629657366
CastMetal1,Fast,0.22871046667999997,30,4,6.333061224489796,0.019367159707919867
CostaMadre1,Default,0.35198223172000004,18,4,4.72,0.015945945945945946
CostaMadre1,Optimal,1.7928077617599998,12,2,2.916734693877551,0.009853833425261997
CostaMadre1,Fast,0.20368559584,37,6,8.951020408163265,0.03023993381136238
KnuggetChase3,Default,0.32321880828000005,11,2,2.6375510204081634,0.013595623816536924
KnuggetChase3,Optimal,0.27414764836,0,-1,0,0
KnuggetChase3,Fast,0.14928960252,0,-1,0,0
KungChi3,Default,0.17105590665999998,8,10,2.1240816326530614,0.01726895636303302
KungChi3,Optimal,0.16883596165999998,0,-1,0,0
KungChi3,Fast,0.08691289502,0,-1,0,0
MeanWhile1,Default,0.35990721999999997,20,5,5.436734693877551,0.021489069936274908
MeanWhile1,Optimal,0.36272450504,23,3,6.297959183673469,0.02489311930305719
MeanWhile1,Fast,0.17946054338,31,2,7.622857142857143,0.030129870129870128
MegaWatt1,Default,0.36132646252,23,4,5.81469387755102,0.02298297975316609
MegaWatt1,Optimal,1.78094867914,10,3,2.796734693877551,0.011054287327579251
MegaWatt1,Fast,0.17469152504,31,3,7.692244897959184,0.030404130031459226
PieChart1,Default,0.37100185507999994,38,5,9.652244897959184,0.013691127514835722
PieChart1,Optimal,1.90472878334,23,8,4.631020408163265,0.006568823273990447
PieChart1,Fast,0.51985041084,82,3,22.071020408163264,0.03130641192647272
PieChart2,Default,0.39039761081999996,51,7,11.766530612244898,0.01579400082180523
PieChart2,Optimal,2.01285349074,15,6,3.813877551020408,0.00511929872620189
PieChart2,Fast,0.5760260275,46,3,12.460408163265306,0.016725380084919875
PieChart3,Default,0.37926167578,57,4,15.606530612244898,0.014490743372557936
PieChart3,Optimal,1.93114076742,23,9,4.733061224489796,0.004394671517632122
PieChart3,Fast,0.8355232042399998,70,3,19.736326530612246,0.01832527997271332
PizzaCutter1,Default,0.37052027746,32,3,8.486530612244898,0.01283892679613449
PizzaCutter1,Optimal,1.90494587592,16,3,5.1991836734693875,0.007865633394053537
PizzaCutter1,Fast,0.48149193998,55,4,14.05469387755102,0.021262774398715614
PizzaCutter3,Default,0.39677392091999997,54,5,14.48,0.013883029721955898
PizzaCutter3,Optimal,1.9668693207999999,33,6,9.27591836734694,0.008893497955270316
PizzaCutter3,Fast,0.80502431668,126,4,32.46857142857143,0.03112998219421997
analcatdata_apnea1,Default,0.4011945224799999,64,8,10.906938775510204,0.022961976369495166
analcatdata_apnea1,Optimal,2.04874437834,16,9,2.4538775510204083,0.005166058002148228
analcatdata_apnea1,Fast,0.37398850008000006,86,9,14.591020408163265,0.030717937701396348
analcatdata_apnea2,Default,0.40787794004000005,65,9,10.095510204081632,0.021253705692803437
analcatdata_apnea2,Optimal,2.06912587744,16,6,2.3787755102040817,0.005007948442534909
analcatdata_apnea2,Fast,0.37412186504,88,9,13.74530612244898,0.0289374865735768
analcatdata_apnea3,Default,0.40447670074000003,65,7,9.463673469387755,0.021030385487528346
analcatdata_apnea3,Optimal,2.07607821748,10,2,3.8783673469387754,0.00861859410430839
analcatdata_apnea3,Fast,0.35471677252,71,7,11.316734693877551,0.025148299319727892
analcatdata_challenger,Default,0.051641944239999994,24,1,7.297959183673469,0.05288376220053238
analcatdata_challenger,Optimal,0.04875637996,0,-1,0,0
analcatdata_challenger,Fast,0.02458555918,18,7,1.1706122448979592,0.008482697426796805
analcatdata_chlamydia,Default,0.15170083496,17,5,3.08,0.0308
analcatdata_chlamydia,Optimal,-1.0,17,5,3.08,0.0308
analcatdata_chlamydia,Fast,0.0743164508,20,7,3.2742857142857145,0.03274285714285714
analcatdata_lawsuit,Default,0.36931150758000003,26,4,8.190204081632652,0.03102350030921459
analcatdata_lawsuit,Optimal,1.8925606558799999,13,5,3.049795918367347,0.011552257266542982
analcatdata_lawsuit,Fast,0.18972516159999997,47,5,10.940408163265307,0.04144094001236859
analcatdata_neavote,Default,0.15250164340000003,15,5,4.080816326530612,0.04080816326530612
analcatdata_neavote,Optimal,0.15138667675999998,11,19,2.1714285714285713,0.021714285714285714
analcatdata_neavote,Fast,0.07603500082,16,4,3.180408163265306,0.03180408163265306
annthyroid,Default,0.46816373170000003,495,3,127.14367346938775,0.017658843537414964
annthyroid,Optimal,2.37401831758,239,3,59.201632653061225,0.008222448979591837
annthyroid,Fast,12.00559592924,596,5,148.77142857142857,0.020662698412698414
appendicitis,Default,0.1291968233,9,11,1.536326530612245,0.014493646515209858
appendicitis,Optimal,0.6560671725000001,3,1,0.56,0.005283018867924529
appendicitis,Fast,0.06380583172,13,5,2.5673469387755103,0.024220254139391606
ar1,Default,0.14195432411999998,8,3,2.286530612244898,0.01889694720863552
ar1,Optimal,0.14083931832,0,-1,0,0
ar1,Fast,0.07011239078,0,-1,0,0
ar3,Default,0.08343084661999998,2,16,0.11836734693877551,0.0018788467768059605
ar3,Optimal,-1.0,2,16,0.11836734693877551,0.0018788467768059605
ar3,Fast,0.041999953320000005,3,3,0.5395918367346939,0.008564949789439585
ar4,Default,0.14013275001999997,7,3,2.0073469387755103,0.018760251764257104
ar4,Optimal,0.13977570422000002,12,5,1.9346938775510205,0.018081251192065613
ar4,Fast,0.07915799080000001,16,7,3.246530612244898,0.030341407591073812
ar6,Default,0.12988799084,6,10,0.8848979591836734,0.008761365932511618
ar6,Optimal,0.37771407003999996,2,3,0.156734693877551,0.0015518286522529802
ar6,Fast,0.0704499583,7,10,1.3510204081632653,0.013376439684784806
arsenic-female-bladder,Default,0.38398915332,49,8,11.121632653061225,0.019895586141433316
arsenic-female-bladder,Optimal,0.3630775833,0,-1,0,0
arsenic-female-bladder,Fast,0.39703042332000005,0,-1,0,0
arsenic-female-lung,Default,0.36193138841999994,49,4,11.616326530612245,0.020780548355299185
arsenic-female-lung,Optimal,0.362181265,0,-1,0,0
arsenic-female-lung,Fast,0.4075222376,0,-1,0,0
arsenic-male-bladder,Default,0.36530830496,48,3,10.961632653061224,0.019609360738928844
arsenic-male-bladder,Optimal,0.5096943233600001,11,6,2.013061224489796,0.0036011828702858604
arsenic-male-bladder,Fast,0.4055462325,19,9,3.750204081632653,0.006708772954620131
arsenic-male-lung,Default,0.42750682176,51,5,12.317551020408164,0.022034974991785625
arsenic-male-lung,Optimal,1.9195521341800004,5,20,1.0889795918367347,0.001948085137453908
