Filename,Mode,AvgTimeElapsed,Flipped,RunNumber50p,AvgFlippedPerRun,AvgFlippedPerRunPercentage
kc3,Optimal,0.0014628484,0,-1,0,0
kc3,Fast,-1.0,0,-1,0,0
letter,Default,0.00271692502,0,-1,0,0
letter,Optimal,0.0026280024,0,-1,0,0
letter,Fast,-1.0,0,-1,0,0
lungcancer_GSE31210,Default,0.0011176842000000002,0,-1,0,0
lungcancer_GSE31210,Optimal,0.00098425252,0,-1,0,0
lungcancer_GSE31210,Fast,-1.0,0,-1,0,0
lympho,Default,0.0009430324799999999,0,-1,0,0
lympho,Optimal,0.0010074034199999999,0,-1,0,0
lympho,Fast,-1.0,0,-1,0,0
mw1,Default,0.00155639336,0,-1,0,0
mw1,Optimal,0.00158752328,0,-1,0,0
mw1,Fast,-1.0,0,-1,0,0
optdigits,Default,0.0105188334,0,-1,0,0
optdigits,Optimal,0.00981581496,0,-1,0,0
optdigits,Fast,-1.0,0,-1,0,0
pc1,Default,0.00173671086,0,-1,0,0
pc1,Optimal,0.0017579784199999997,0,-1,0,0
pc1,Fast,-1.0,0,-1,0,0
pima,Optimal,0.0037278374199999995,0,-1,0,0
pima,Fast,-1.0,0,-1,0,0
satellite,Default,0.5274888291,8,3,1.7093877551020409,0.0002656391227819799
satellite,Optimal,0.32321813747999995,0,-1,0,0
satellite,Fast,-1.0,0,-1,0,0
satimage-2,Default,0.5304296750399999,17,4,3.337142857142857,0.0005750720070899288
satimage-2,Optimal,0.30818938164000004,0,-1,0,0
satimage-2,Fast,-1.0,0,-1,0,0
thoracic_surgery,Default,0.0012969107,0,-1,0,0
thoracic_surgery,Optimal,0.00117243166,0,-1,0,0
thoracic_surgery,Fast,-1.0,0,-1,0,0
thyroid,Default,0.1411896909,4,16,0.31183673469387757,8.267145670569394e-05
thyroid,Optimal,0.08762356832,1,21,0.0783673469387755,2.0776072889389053e-05
thyroid,Fast,-1.0,1,21,0.0783673469387755,2.0776072889389053e-05
vertebral,Default,0.00785609254,101,3,39.57551020408163,0.16489795918367348
vertebral,Optimal,0.00130243418,0,-1,0,0
vertebral,Fast,-1.0,0,-1,0,0
visualizing_livestock,Default,0.029863429240000003,0,-1,0,0
visualizing_livestock,Optimal,0.00639452504,0,-1,0,0
visualizing_livestock,Fast,-1.0,0,-1,0,0
vowels,Default,0.1364010983,21,3,8.443265306122449,0.005798945952007176
vowels,Optimal,0.009386536620000002,0,-1,0,0
vowels,Fast,-1.0,0,-1,0,0
wbc,Default,0.26569193581999995,28,5,5.866122448979592,0.015518842457617968
wbc,Optimal,0.029056210000000006,0,-1,0,0
wbc,Fast,-1.0,0,-1,0,0
wine,Default,0.37440637414,14,3,3.6914285714285713,0.028615725359911404
wine,Optimal,0.00408307506,0,-1,0,0
wine,Fast,-1.0,0,-1,0,0
