Filename,Mode,MatvR,MatvR_Percentage,RvSk,RvSk_Percentage,MatvSk,MatvSk_Percentage,r_tp_m_fn,r_tp_m_fn_per,r_tn_m_fp,r_tn_m_fp_per,m_tp_r_fn,m_tp_r_fn_per,m_tn_r_fp,m_tn_r_fp_per,s_tp_r_fn,s_tp_r_fn_per,s_tn_r_fp,s_tn_r_fp_per,r_tp_s_fn,r_tp_s_fn_per,r_tn_s_fp,r_tn_s_fp_per,s_tp_m_fn,s_tp_m_fn_per,s_tn_m_fp,s_tn_m_fp_per,m_tp_s_fn,m_tp_s_fn_per,m_tn_s_fp,m_tn_s_fp_per
CastMetal1,Default,10,0.03058103975535168,15,0.045871559633027525,13,0.039755351681957186,5,0.018867924528301886,0,0.0,1,0.0038314176245210726,4,0.4444444444444444,0,0.0,7,0.5833333333333334,8,0.03007518796992481,0,0.0,3,0.011627906976744186,4,0.3333333333333333,6,0.022988505747126436,0,0.0
CastMetal1,Mod,8,0.024464831804281346,10,0.03058103975535168,5,0.01529051987767584,4,0.015037593984962405,0,0.0,0,0.0,4,0.4444444444444444,0,0.0,5,0.5,5,0.018796992481203006,0,0.0,2,0.0076045627376425855,2,0.18181818181818182,1,0.003816793893129771,0,0.0
CostaMadre1,Default,9,0.030405405405405407,14,0.0472972972972973,13,0.04391891891891892,7,0.028925619834710745,0,0.0,1,0.00423728813559322,1,0.125,0,0.0,4,0.36363636363636365,10,0.04132231404958678,0,0.0,6,0.02531645569620253,2,0.2,5,0.0211864406779661,0,0.0
CostaMadre1,Mod,9,0.030405405405405407,12,0.04054054054054054,10,0.033783783783783786,7,0.028925619834710745,0,0.0,0,0.0,2,0.2222222222222222,1,0.00425531914893617,3,0.3,8,0.03305785123966942,0,0.0,4,0.01694915254237288,2,0.2,3,0.01276595744680851,1,0.1111111111111111
KnuggetChase3,Default,6,0.030927835051546393,10,0.05154639175257732,12,0.061855670103092786,0,0.0,1,0.125,3,0.02027027027027027,2,0.2222222222222222,2,0.013888888888888888,4,0.36363636363636365,4,0.0273972602739726,0,0.0,1,0.0070921985815602835,4,0.3333333333333333,7,0.047619047619047616,0,0.0
KnuggetChase3,Mod,5,0.02577319587628866,8,0.041237113402061855,7,0.03608247422680412,1,0.00684931506849315,0,0.0,1,0.00684931506849315,3,0.3,1,0.006896551724137931,5,0.4166666666666667,2,0.0136986301369863,0,0.0,2,0.013793103448275862,4,0.3333333333333333,1,0.006944444444444444,0,0.0
KungChi3,Default,5,0.04065040650406504,9,0.07317073170731707,10,0.08130081300813008,1,0.010101010101010102,2,0.4,1,0.010101010101010102,1,0.25,1,0.010526315789473684,3,0.375,5,0.050505050505050504,0,0.0,1,0.010526315789473684,4,0.5,5,0.050505050505050504,0,0.0
KungChi3,Mod,7,0.056910569105691054,5,0.04065040650406504,5,0.04065040650406504,4,0.04040404040404041,0,0.0,1,0.010416666666666666,2,0.2857142857142857,0,0.0,2,0.2857142857142857,3,0.03,0,0.0,3,0.030612244897959183,0,0.0,1,0.010416666666666666,1,0.14285714285714285
MeanWhile1,Default,12,0.04743083003952569,13,0.05138339920948617,17,0.06719367588932806,7,0.03317535545023697,3,0.5,1,0.004878048780487805,1,0.25,0,0.0,3,0.3333333333333333,10,0.04739336492890995,0,0.0,4,0.01990049751243781,4,0.4444444444444444,9,0.043689320388349516,0,0.0
MeanWhile1,Mod,8,0.03162055335968379,8,0.03162055335968379,10,0.039525691699604744,6,0.02843601895734597,1,0.16666666666666666,0,0.0,1,0.16666666666666666,0,0.0,1,0.14285714285714285,7,0.03317535545023697,0,0.0,4,0.0196078431372549,1,0.14285714285714285,5,0.024390243902439025,0,0.0
MegaWatt1,Default,8,0.03162055335968379,12,0.04743083003952569,15,0.05928853754940711,5,0.023696682464454975,1,0.16666666666666666,1,0.004830917874396135,1,0.16666666666666666,0,0.0,2,0.25,10,0.04739336492890995,0,0.0,5,0.024390243902439025,4,0.4444444444444444,6,0.02912621359223301,0,0.0
MegaWatt1,Mod,8,0.03162055335968379,9,0.03557312252964427,11,0.043478260869565216,6,0.02843601895734597,1,0.16666666666666666,0,0.0,1,0.16666666666666666,0,0.0,1,0.14285714285714285,8,0.037914691943127965,0,0.0,7,0.03349282296650718,1,0.14285714285714285,3,0.014634146341463415,0,0.0
PieChart1,Default,42,0.059574468085106386,47,0.06666666666666667,20,0.028368794326241134,32,0.05128205128205128,0,0.0,0,0.0,10,0.5555555555555556,0,0.0,11,0.5789473684210527,36,0.057692307692307696,0,0.0,7,0.011884550084889643,1,0.05263157894736842,11,0.01854974704890388,1,0.05263157894736842
PieChart1,Mod,37,0.0524822695035461,44,0.062411347517730496,11,0.015602836879432624,27,0.04326923076923077,0,0.0,0,0.0,10,0.5555555555555556,0,0.0,11,0.5789473684210527,33,0.052884615384615384,0,0.0,2,0.00338409475465313,1,0.05263157894736842,8,0.01340033500837521,0,0.0
PieChart2,Default,48,0.06442953020134229,42,0.056375838926174496,26,0.0348993288590604,44,0.062411347517730496,0,0.0,0,0.0,4,0.6666666666666666,0,0.0,3,0.6,39,0.05531914893617021,0,0.0,21,0.030973451327433628,0,0.0,3,0.004545454545454545,2,0.4
PieChart2,Mod,32,0.042953020134228186,35,0.04697986577181208,11,0.01476510067114094,30,0.0425531914893617,0,0.0,0,0.0,2,0.5,0,0.0,3,0.6,32,0.04539007092198582,0,0.0,5,0.00741839762611276,1,0.25,5,0.00741839762611276,0,0.0
PieChart3,Default,70,0.06499535747446611,71,0.06592386258124419,31,0.028783658310120707,51,0.05592105263157895,0,0.0,0,0.0,19,0.7307692307692307,0,0.0,18,0.72,53,0.0581140350877193,0,0.0,21,0.023809523809523808,0,0.0,0,0.0,10,0.38461538461538464
PieChart3,Mod,55,0.0510677808727948,61,0.056638811513463325,16,0.014856081708449397,41,0.044956140350877194,0,0.0,0,0.0,14,0.6666666666666666,0,0.0,17,0.7083333333333334,44,0.04824561403508772,0,0.0,4,0.004608294930875576,2,0.09090909090909091,8,0.009174311926605505,2,0.09090909090909091
PizzaCutter1,Default,35,0.0529500756429652,40,0.060514372163388806,18,0.02723146747352496,27,0.04591836734693878,0,0.0,0,0.0,8,0.4444444444444444,0,0.0,9,0.47368421052631576,31,0.05272108843537415,0,0.0,12,0.02112676056338028,2,0.13333333333333333,2,0.0035842293906810036,2,0.13333333333333333
PizzaCutter1,Mod,33,0.049924357034795766,37,0.05597579425113464,12,0.018154311649016642,27,0.04591836734693878,0,0.0,0,0.0,6,0.375,0,0.0,9,0.47368421052631576,28,0.047619047619047616,0,0.0,5,0.008896797153024912,2,0.11764705882352941,4,0.0071301247771836,1,0.0625
PizzaCutter3,Default,66,0.06327900287631831,62,0.059443911792905084,30,0.028763183125599234,49,0.055304740406320545,0,0.0,0,0.0,17,0.68,0,0.0,17,0.68,45,0.050790067720090294,0,0.0,21,0.0246189917936694,0,0.0,3,0.003592814371257485,6,0.2608695652173913
PizzaCutter3,Mod,49,0.04697986577181208,53,0.05081495685522531,15,0.014381591562799617,38,0.04288939051918736,0,0.0,0,0.0,11,0.5789473684210527,0,0.0,14,0.6363636363636364,39,0.04401805869074492,0,0.0,6,0.007058823529411765,2,0.1,5,0.005889281507656066,2,0.1
analcatdata_apnea1,Default,21,0.04421052631578947,419,0.8821052631578947,429,0.9031578947368422,4,0.010899182561307902,3,0.2727272727272727,13,0.034574468085106384,1,0.1111111111111111,0,0.0,52,0.8524590163934426,367,0.9972826086956522,0,0.0,0,0.0,52,0.8524590163934426,377,0.9973544973544973,0,0.0
analcatdata_apnea1,Mod,42,0.08842105263157894,417,0.8778947368421053,455,0.9578947368421052,0,0.0,6,0.5454545454545454,36,0.08955223880597014,0,0.0,0,0.0,52,0.8524590163934426,365,0.9918478260869565,0,0.0,0,0.0,56,0.9180327868852459,399,0.9925373134328358,0,0.0
analcatdata_apnea2,Default,21,0.04421052631578947,418,0.88,428,0.9010526315789473,5,0.013774104683195593,3,0.3,13,0.03504043126684636,0,0.0,0,0.0,54,0.84375,364,0.994535519125683,0,0.0,0,0.0,56,0.875,372,0.9946524064171123,0,0.0
analcatdata_apnea2,Mod,51,0.10736842105263159,416,0.8757894736842106,464,0.9768421052631578,0,0.0,8,0.8,43,0.10591133004926108,0,0.0,0,0.0,54,0.84375,362,0.9890710382513661,0,0.0,0,0.0,62,0.96875,402,0.9901477832512315,0,0.0
analcatdata_apnea3,Default,21,0.04666666666666667,396,0.88,404,0.8977777777777778,3,0.008620689655172414,3,0.3333333333333333,13,0.036312849162011177,2,0.25,0,0.0,46,0.8518518518518519,350,0.9971509971509972,0,0.0,0,0.0,48,0.8888888888888888,356,0.9971988795518207,0,0.0
analcatdata_apnea3,Mod,44,0.09777777777777778,394,0.8755555555555555,434,0.9644444444444444,0,0.0,8,0.8888888888888888,36,0.09375,0,0.0,0,0.0,47,0.8545454545454545,347,0.9886039886039886,0,0.0,0,0.0,54,0.9818181818181818,380,0.9895833333333334,0,0.0
analcatdata_challenger,Default,84,0.6086956521739131,6,0.043478260869565216,84,0.6086956521739131,0,0.0,4,0.6666666666666666,80,0.64,0,0.0,0,0.0,0,0.0,6,0.11764705882352941,0,0.0,0,0.0,4,0.6666666666666666,80,0.64,0,0.0
analcatdata_challenger,Mod,48,0.34782608695652173,6,0.043478260869565216,48,0.34782608695652173,0,0.0,3,0.5,45,0.5,0,0.0,0,0.0,0,0.0,6,0.11764705882352941,0,0.0,0,0.0,3,0.5,45,0.5,0,0.0
analcatdata_chlamydia,Default,18,0.18,77,0.77,92,0.92,0,0.0,3,1.0,15,0.2054794520547945,0,0,0,0,17,0.8947368421052632,60,1.0,0,0.0,0,0,19,1.0,73,1.0,0,0
analcatdata_chlamydia,Mod,26,0.26,77,0.77,100,1.0,0,0.0,3,1.0,23,0.2839506172839506,0,0,0,0,17,0.8947368421052632,60,1.0,0,0.0,0,0,19,1.0,81,1.0,0,0
analcatdata_lawsuit,Default,26,0.09848484848484848,42,0.1590909090909091,63,0.23863636363636365,2,0.009615384615384616,5,0.5,19,0.08444444444444445,0,0.0,1,0.005747126436781609,6,0.4,35,0.16826923076923078,0,0.0,0,0.0,7,0.5,56,0.24669603524229075,0,0.0
analcatdata_lawsuit,Mod,34,0.12878787878787878,41,0.1553030303030303,13,0.04924242424242424,30,0.14423076923076922,0,0.0,0,0.0,4,0.3076923076923077,0,0.0,6,0.4,35,0.16826923076923078,0,0.0,6,0.03389830508474576,0,0.0,7,0.03932584269662921,0,0.0
analcatdata_neavote,Default,20,0.2,17,0.17,37,0.37,0,0.0,2,1.0,18,0.21428571428571427,0,0,0,0.0,1,0.3333333333333333,16,0.24242424242424243,0,0.0,0,0.0,3,1.0,34,0.40476190476190477,0,0
analcatdata_neavote,Mod,13,0.13,13,0.13,10,0.1,13,0.19696969696969696,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.19696969696969696,0,0.0,6,0.10909090909090909,0,0.0,4,0.07547169811320754,0,0.0
annthyroid,Default,599,0.08319444444444445,627,0.08708333333333333,228,0.03166666666666667,424,0.06433990895295903,0,0.0,5,0.0008102414519526819,170,0.7555555555555555,1,0.00016347882949158083,150,0.7281553398058253,476,0.07220873786407767,0,0.0,80,0.012959663048760733,0,0.0,86,0.01391810972649296,62,0.2672413793103448
annthyroid,Mod,518,0.07194444444444445,552,0.07666666666666666,100,0.013888888888888888,380,0.057663125948406675,0,0.0,4,0.000643707756678468,134,0.708994708994709,1,0.0001618384851917786,137,0.7098445595854922,414,0.06280339805825243,0,0.0,22,0.0035489595095983223,0,0.0,56,0.008984437670463662,22,0.10628019323671498
appendicitis,Default,9,0.08490566037735849,12,0.11320754716981132,19,0.1792452830188679,0,0.0,4,0.6666666666666666,5,0.06493506493506493,0,0.0,1,0.015151515151515152,3,0.3333333333333333,8,0.1095890410958904,0,0.0,1,0.015151515151515152,7,0.7777777777777778,11,0.14473684210526316,0,0.0
appendicitis,Mod,7,0.0660377358490566,9,0.08490566037735849,9,0.08490566037735849,6,0.0821917808219178,0,0.0,0,0.0,1,0.14285714285714285,2,0.02857142857142857,3,0.3333333333333333,4,0.05555555555555555,0,0.0,5,0.07142857142857142,3,0.3333333333333333,1,0.015151515151515152,0,0.0
ar1,Default,11,0.09090909090909091,7,0.05785123966942149,13,0.10743801652892562,2,0.020618556701030927,2,0.5,7,0.06862745098039216,0,0.0,3,0.03125,1,0.25,3,0.03125,0,0.0,2,0.021052631578947368,2,0.5,9,0.08823529411764706,0,0.0
ar1,Mod,7,0.05785123966942149,6,0.049586776859504134,8,0.06611570247933884,2,0.020618556701030927,0,0.0,4,0.04040404040404041,1,0.25,4,0.04040404040404041,1,0.25,1,0.010416666666666666,0,0.0,2,0.021052631578947368,0,0.0,6,0.06060606060606061,0,0.0
ar3,Default,4,0.06349206349206349,3,0.047619047619047616,6,0.09523809523809523,0,0.0,3,0.5,1,0.018867924528301886,0,0.0,0,0.0,1,0.16666666666666666,2,0.038461538461538464,0,0.0,0,0.0,3,0.5,3,0.05660377358490566,0,0.0
ar3,Mod,2,0.031746031746031744,3,0.047619047619047616,4,0.06349206349206349,1,0.019230769230769232,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,2,0.038461538461538464,0,0.0,1,0.02,1,0.16666666666666666,2,0.0392156862745098,0,0.0
ar4,Default,5,0.04672897196261682,5,0.04672897196261682,6,0.056074766355140186,2,0.024096385542168676,1,0.125,2,0.024096385542168676,0,0.0,3,0.03571428571428571,0,0.0,1,0.012195121951219513,1,0.125,3,0.03529411764705882,2,0.2222222222222222,1,0.012048192771084338,0,0.0
ar4,Mod,3,0.028037383177570093,3,0.028037383177570093,3,0.028037383177570093,1,0.012048192771084338,0,0.0,2,0.023809523809523808,0,0.0,3,0.03529411764705882,0,0.0,0,0.0,0,0.0,2,0.023529411764705882,1,0.125,0,0.0,0,0.0
ar6,Default,6,0.0594059405940594,6,0.0594059405940594,9,0.0891089108910891,2,0.02531645569620253,1,0.2,3,0.0375,0,0.0,2,0.025974025974025976,0,0.0,4,0.05063291139240506,0,0.0,1,0.013513513513513514,0,0.0,8,0.09876543209876543,0,0.0
ar6,Mod,4,0.039603960396039604,4,0.039603960396039604,4,0.039603960396039604,3,0.0379746835443038,0,0.0,1,0.012987012987012988,0,0.0,1,0.012987012987012988,0,0.0,3,0.0379746835443038,0,0.0,2,0.025974025974025976,0,0.0,2,0.025974025974025976,0,0.0
arsenic-female-bladder,Default,21,0.03756708407871199,149,0.26654740608228983,130,0.23255813953488372,20,0.043478260869565216,0,0.0,0,0.0,1,0.058823529411764705,0,0.0,23,0.5897435897435898,126,0.27391304347826084,0,0.0,0,0.0,23,0.5897435897435898,107,0.24263038548752835,0,0.0
arsenic-female-bladder,Mod,96,0.17173524150268335,126,0.22540250447227192,46,0.08228980322003578,84,0.1826086956521739,0,0.0,0,0.0,12,0.42857142857142855,0,0.0,18,0.5294117647058824,108,0.23478260869565218,0,0.0,7,0.019943019943019943,9,0.2727272727272727,29,0.0777479892761394,1,0.04
arsenic-female-lung,Default,21,0.03756708407871199,152,0.27191413237924866,132,0.23613595706618962,21,0.04038461538461539,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,151,0.2903846153846154,0,0.0,0,0.0,1,0.0625,131,0.262,0,0.0
arsenic-female-lung,Mod,115,0.20572450805008943,122,0.2182468694096601,39,0.06976744186046512,114,0.21923076923076923,0,0.0,0,0.0,1,0.0625,0,0.0,1,0.0625,121,0.2326923076923077,0,0.0,18,0.04455445544554455,1,0.0625,20,0.04926108374384237,0,0.0
arsenic-male-bladder,Default,24,0.04293381037567084,154,0.27549194991055453,134,0.23971377459749552,22,0.042884990253411304,0,0.0,2,0.004056795131845842,0,0.0,0,0.0,3,0.17647058823529413,151,0.2926356589147287,0,0.0,0,0.0,3,0.17647058823529413,131,0.26411290322580644,0,0.0
arsenic-male-bladder,Mod,113,0.20214669051878353,122,0.2182468694096601,42,0.07513416815742398,113,0.2189922480620155,0,0.0,0,0.0,0,0.0,0,0.0,2,0.125,120,0.23255813953488372,0,0.0,27,0.0645933014354067,1,0.06666666666666667,13,0.03217821782178218,1,0.06666666666666667
arsenic-male-lung,Default,23,0.04114490161001789,152,0.27191413237924866,130,0.23255813953488372,23,0.043726235741444866,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,152,0.2889733840304182,0,0.0,0,0.0,0,0.0,130,0.25793650793650796,0,0.0
arsenic-male-lung,Mod,113,0.20214669051878353,124,0.22182468694096602,35,0.0626118067978533,113,0.21482889733840305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,124,0.23574144486692014,0,0.0,20,0.04784688995215311,0,0.0,15,0.03631961259079903,0,0.0
backache,Default,10,0.05555555555555555,25,0.1388888888888889,22,0.12222222222222222,5,0.034482758620689655,0,0.0,3,0.02097902097902098,2,0.3333333333333333,0,0.0,8,0.6666666666666666,17,0.11724137931034483,0,0.0,0,0.0,6,0.5,16,0.1111111111111111,0,0.0
backache,Mod,18,0.1,23,0.12777777777777777,9,0.05,14,0.09655172413793103,0,0.0,0,0.0,4,0.5,0,0.0,6,0.6,17,0.11724137931034483,0,0.0,3,0.022727272727272728,2,0.2,3,0.022727272727272728,1,0.1111111111111111
breastw,Default,46,0.06734992679355783,164,0.24011713030746706,198,0.28989751098096633,0,0.0,38,0.38,4,0.009029345372460496,4,0.06060606060606061,1,0.0023923444976076554,141,0.597457627118644,22,0.05011389521640091,0,0.0,0,0.0,172,0.7319148936170212,26,0.058823529411764705,0,0.0
breastw,Mod,157,0.22986822840409957,162,0.23718887262079064,22,0.032210834553440704,25,0.05694760820045558,0,0.0,0,0.0,132,0.5814977973568282,0,0.0,139,0.594017094017094,23,0.05239179954441914,0,0.0,10,0.023696682464454975,10,0.04291845493562232,0,0.0,2,0.008888888888888889
cardio,Default,138,0.07536865101037685,167,0.09120699071545603,104,0.056799563080284,84,0.05131337813072694,1,0.03225806451612903,1,0.0006435006435006435,52,0.6341463414634146,1,0.0006501950585175553,65,0.6842105263157895,100,0.06108735491753207,1,0.03225806451612903,34,0.021573604060913704,24,0.2553191489361702,23,0.014696485623003195,23,0.24731182795698925
cardio,Mod,132,0.07209175314036045,153,0.0835608956854178,61,0.033315128345166575,75,0.04581551618814905,0,0.0,1,0.0006397952655150352,56,0.6436781609195402,1,0.0006443298969072165,66,0.6804123711340206,86,0.05253512522907758,0,0.0,35,0.022082018927444796,16,0.18181818181818182,4,0.002574002574002574,6,0.07692307692307693
climate-model-simulation-crashes,Default,54,0.1,445,0.8240740740740741,396,0.7333333333333333,47,0.09552845528455285,0,0,1,0.002242152466367713,6,1.0,0,0.0,43,1.0,402,0.8154158215010142,0,0,0,0.0,39,0.9069767441860465,357,0.796875,0,0.0
climate-model-simulation-crashes,Mod,149,0.2759259259259259,426,0.7888888888888889,279,0.5166666666666667,129,0.2616632860040568,0,0,0,0.0,20,1.0,0,0.0,39,1.0,387,0.7849898580121704,0,0,0,0.0,20,0.5128205128205128,259,0.7095890410958904,0,0.0
datatrieve,Default,6,0.046153846153846156,14,0.1076923076923077,19,0.14615384615384616,0,0.0,2,0.4,4,0.03669724770642202,0,0.0,0,0.0,1,0.16666666666666666,13,0.12264150943396226,0,0.0,0,0.0,3,0.5,16,0.14678899082568808,0,0.0
datatrieve,Mod,10,0.07692307692307693,13,0.1,5,0.038461538461538464,9,0.08490566037735849,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,1,0.16666666666666666,12,0.11320754716981132,0,0.0,2,0.020833333333333332,0,0.0,3,0.030927835051546393,0,0.0
fertility,Default,11,0.11,44,0.44,50,0.5,1,0.0136986301369863,3,1.0,7,0.08860759493670886,0,0,0,0.0,5,0.7142857142857143,39,0.52,0,0.0,0,0.0,7,1.0,43,0.5443037974683544,0,0
fertility,Mod,32,0.32,43,0.43,13,0.13,27,0.36,0,0.0,0,0.0,5,0.7142857142857143,0,0.0,6,0.75,37,0.49333333333333335,0,0.0,2,0.05,1,0.125,10,0.20833333333333334,0,0.0
flare,Default,59,0.055347091932457786,321,0.30112570356472795,354,0.3320825515947467,13,0.016624040920716114,8,0.21052631578947367,38,0.04708798017348203,0,0.0,0,0.0,56,0.5957446808510638,265,0.33672172808132145,0,0.0,0,0.0,63,0.6702127659574468,291,0.35793357933579334,0,0.0
flare,Mod,289,0.27110694183864914,310,0.29080675422138835,84,0.07879924953095685,237,0.301143583227446,0,0.0,0,0.0,52,0.5777777777777777,0,0.0,56,0.5957446808510638,254,0.3227445997458704,0,0.0,23,0.04275092936802974,10,0.11235955056179775,40,0.07207207207207207,11,0.12222222222222222
glass,Default,5,0.02336448598130841,6,0.028037383177570093,7,0.03271028037383177,3,0.016042780748663103,1,0.5,1,0.005405405405405406,0,0.0,0,0.0,1,0.5,5,0.026737967914438502,0,0.0,2,0.01092896174863388,0,0.0,5,0.026881720430107527,0,0.0
glass,Mod,3,0.014018691588785047,5,0.02336448598130841,5,0.02336448598130841,2,0.0106951871657754,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,4,0.0213903743315508,0,0.0,1,0.005434782608695652,0,0.0,3,0.016129032258064516,1,0.5
ionosphere,Default,23,0.06552706552706553,54,0.15384615384615385,75,0.21367521367521367,1,0.004484304932735426,20,0.37735849056603776,2,0.008928571428571428,0,0.0,0,0.0,28,0.35,26,0.11659192825112108,0,0.0,0,0.0,48,0.6,27,0.12053571428571429,0,0.0
ionosphere,Mod,38,0.10826210826210826,44,0.12535612535612536,17,0.04843304843304843,12,0.053811659192825115,0,0.0,0,0.0,26,0.3333333333333333,0,0.0,24,0.3157894736842105,20,0.08968609865470852,0,0.0,2,0.009852216748768473,0,0.0,11,0.05188679245283019,4,0.05063291139240506
kc3,Default,18,0.039301310043668124,34,0.07423580786026202,34,0.07423580786026202,12,0.030456852791878174,1,0.06666666666666667,3,0.007792207792207792,2,0.125,0,0.0,6,0.2857142857142857,28,0.07106598984771574,0,0.0,5,0.01366120218579235,5,0.23809523809523808,24,0.06233766233766234,0,0.0
kc3,Mod,26,0.056768558951965066,27,0.05895196506550218,16,0.034934497816593885,21,0.0532994923857868,0,0.0,0,0.0,5,0.25,0,0.0,5,0.25,22,0.05583756345177665,0,0.0,8,0.021447721179624665,1,0.05,7,0.01881720430107527,0,0.0
letter,Default,145,0.090625,141,0.088125,116,0.0725,132,0.0889487870619946,2,0.6666666666666666,0,0.0,11,0.9166666666666666,0,0.0,8,0.8,131,0.08827493261455525,2,0.5,62,0.04512372634643377,8,0.42105263157894735,43,0.03173431734317343,3,0.21428571428571427
letter,Mod,97,0.060625,115,0.071875,52,0.0325,86,0.057951482479784364,2,0.6666666666666666,0,0.0,9,0.9,0,0.0,12,0.8,103,0.06940700808625337,0,0.0,25,0.017806267806267807,0,0.0,21,0.015,6,0.5
lungcancer_GSE31210,Default,10,0.04424778761061947,13,0.05752212389380531,14,0.061946902654867256,7,0.03910614525139665,0,0.0,2,0.011494252873563218,1,0.16666666666666666,1,0.0058823529411764705,2,0.2857142857142857,10,0.055865921787709494,0,0.0,8,0.04519774011299435,2,0.2857142857142857,4,0.023121387283236993,0,0.0
