Repository URL,Star Count
https://github.com/lsanomaly/lsanomaly,30
https://github.com/wilfred-wulbou/Intrusion-Detection-System,12
https://github.com/sandialabs/BioCompoundML,6
https://github.com/AnTuo1998/AE-KD,25
https://github.com/fabriziocosta/GraphLearn,13
https://github.com/AtrCheema/AI4Water,48
https://github.com/BayesWitnesses/m2cgen,2663
https://github.com/IsolationKernel/Codes,46
https://github.com/ssloxford/seeing-red,46
https://github.com/hkaneko1985/python_data_analysis_ohmsha,45
https://github.com/PacktPublishing/Hands-On-Industrial-Internet-of-Things,58
https://github.com/kuruwa2/SKRR,9
https://github.com/gietema/ood-early-layer-detection,9
https://github.com/njuxc/PYAM,0
https://github.com/jmpu/NoiseScope,8
https://github.com/otkupjnoz/oc-cnn,61
https://github.com/snad-space/zwad,11
https://github.com/boschresearch/GraphLevel-AnomalyDetection,20
https://github.com/ruiking04/COCA,22
https://github.com/GaelVaroquaux/sklearn_ensae_course,28
https://github.com/cndn/intelligent-code-completion,12
https://github.com/aolimelo/kged,25
https://github.com/spacesense-ai/spacesense,6
https://github.com/LogIntelligence/LogADEmpirical,115
https://github.com/peterbaile/logbert,0
https://github.com/daanh99/VoBERT,0
https://github.com/dominikbenk/LogADEmpirical,0
https://github.com/jljfoto/SplunkEtc,0
https://github.com/nanjum88/spnk1,1
https://github.com/blakeNaccarato/pylance-stubs-unofficial,5
https://github.com/DylanLukes/renkon,0
https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking,125
https://github.com/EnjoyLifeFund/Debian_py36_packages,0
https://github.com/EnjoyLifeFund/macSierra-py36-pkgs,0
https://github.com/EnjoyLifeFund/macHighSierra-py36-pkgs,0
https://github.com/Minqi824/ADBench,700
https://github.com/Minqi824/ADGym,14
https://github.com/ZIYU-DEEP/deepSAD-custom,3
https://github.com/COMP6248-Reproducability-Challenge/DeepSAD_Unknown,0
https://github.com/perlestot/DataScience_ArtificialIntelligence_Portfolio,0
https://github.com/raghavchalapathy/oc-nn_old,45
https://github.com/CharlieZhuGJ/EveryProject,0
https://github.com/jlgarridol/sklearn-ubu,0
https://github.com/mgcorona/scikit-learn,0
https://github.com/ThrunGroup/sklearn_MAB,0
https://github.com/ScorpionBytes/scikit-LEARM,0
https://github.com/sisoc-tokyo/Real-timeDetectionAD_journal,25
https://github.com/sisoc-tokyo/Real-timeDetectionAD,12
https://github.com/sisoc-tokyo/AttackDetectionAgainstAD,1
https://github.com/grodrigues3/RussianCraigslist,0
https://github.com/cedavidyang/python27.package,0
https://github.com/michaelkyu/scikit-learn-fasterRF,0
https://github.com/Sapphirine/TV-Analytics,0
https://github.com/ngoix/OCRF,16
https://github.com/kjung/scikit-learn,20
https://github.com/CforED/Machine-Learning,0
https://github.com/matthewmazzuca/thesislearning,0
https://github.com/HaleAkrami/RVAE,6
https://github.com/arita37/dsa2_code,0
https://github.com/sueszli/vector-database-benchmark,1
https://github.com/sandialabs/FeatureCreature,3
https://github.com/KueskiEngineering/scikit-learn,0
https://github.com/sakib/scikit-learn,1
https://github.com/anu71195/new-svm,0
https://github.com/SimulatorML/Robusta,3
https://github.com/lucasczz/DAADS,6
https://github.com/alpha-i/alphai_model_store,0
https://github.com/NUS-Fintech-Society/ML_Fraud_Detection_X_BNPP,0
https://github.com/pombredanne/http-hg.code.sf.net-p-mlpy-code,0
https://github.com/carrieMrJ/Group4-Automatic-Conformance-Checking-insights-in-Celonis,2
https://github.com/mitdbg/aurum-datadiscovery,73
https://github.com/bstienen/unsupervised-learning-metrics,7
https://github.com/NavinKumarMNK/Anomaly-Crime-Activity-Detection,18
https://github.com/vatsalsharan/pidforest,26
https://github.com/hallamlab/TreeSAPP,24
https://github.com/UC3MSocialRobots/novelty-detection-in-hri,1
https://github.com/gregstarr/anomaly-detection,4
https://github.com/CityU-AIM-Group/MultiModal-learning,22
https://github.com/zhangzhibo1014/CarSystem,51
https://github.com/B3AU/waveTree,0
https://github.com/MVS-99/IoT_Cyber_ML,0
https://github.com/cmcneil/openepoc,5
https://github.com/Vishwang0Suthar/Graph_dashboard,1
https://github.com/yuyao1314/MSCI-dataset,4
https://github.com/tufts-ai-robotics-group/polycraft-novelty-detection,0
https://github.com/silburt/git-screened,4
https://github.com/emotion-classifier/emotion_classifier,0
https://github.com/marx-alex/Morphelia,1
https://github.com/wen-yan-lin/shell-theory,2
https://github.com/lixinghe1999/audioproject,7
https://github.com/AhmedFrikha/Few-Shot-One-Class-Classification-via-Meta-Learning,29
https://github.com/Mr00Magician/MalTDec3-Malicious_traffic_Detection,3
https://github.com/tum-i4/rritbed,1
https://github.com/ajoshiusc/ImagePTE,0
https://github.com/imathresearch/iMathServices,0
https://github.com/adgirish/kaggleScape,11
https://github.com/Retty-M/face,2
https://github.com/datarobot/datarobot-user-models,86
https://github.com/GiovaniCenta/Gerenciador-de-monitoramento-com-deteccao-de-anomalia-em-redes,0
https://github.com/mucahitkantepe/BigDataLab,0
https://github.com/e-koch/Phys-595,0
https://github.com/dmbb/MPTAnalysis,9
https://github.com/LukeInkster/PythonCorpus,9
https://github.com/souayb/sads_offline,0
https://github.com/geomstats/challenge-iclr-2021,50
https://github.com/nd1511/PythonProgramming,25
https://github.com/pnnl/safekit,127
https://github.com/IngJavierR/AnomalyDetectionPython,1
https://github.com/jeremy-ma/UNSWSPCUP,0
https://github.com/smartscheduling/scikit-learn-categorical-tree,0
https://github.com/NLPatVCU/VCU-VIP-Nanoinformatics,2
https://github.com/ageek/kaggle,23
https://github.com/wcl20/ScikitLearn-Single-Class-Classification,0
https://github.com/dataiku-research/drift_detectors_benchmark,7
https://github.com/tetherless-world/CodeGraph,1
https://github.com/alisharifi2000/CS-SBU-MachineLearning-BSc-2022,1
https://github.com/Nick-baby/Reservoir-predict,1
https://github.com/jaduplessis/DesignProject4,0
https://github.com/cottrell/notebooks,2
https://github.com/ZeeshanHJ/Photocatalytic_Performance_Prediction,3
https://github.com/mverleg/kaggle_otto,0
https://github.com/mattyanselmo/datarobot-user-models,0
https://github.com/steliosbl/acute-care-pathways,0
https://github.com/akshitamittel/PETS-2015-Anomaly-Detector,2
https://github.com/vbelis/latent-ad-qml,5
https://github.com/theo-dim/regime_detection_ml,6
https://github.com/deepin-community/scikit-learn,0
https://github.com/tkazusa/SabotageDetection,0
https://github.com/proy3/Abnormal_Trajectory_Classifier,9
https://github.com/AlbertoBarbado/unsupervised-outlier-transparency,6
https://github.com/lqkweb/learnMLflow,2
https://github.com/CellH5/cellh5,10
https://github.com/danielin917/BusBoy,0
https://github.com/MarekWadinger/online_outlier_detection,0
https://github.com/openscilab/pymilo,89
https://github.com/gwenwoods/python_data_science,0
https://github.com/nikolaosdionelis/MachineLearningML,5
https://github.com/VChristlein/icdar17code,9
https://github.com/jefferythewind/scikit-learn-erasplit,5
https://github.com/neurospin/scripts,1
https://github.com/karthikv2k/sequoia_ml,0
https://github.com/marcomanciniunitn/Master-Thesis-Project,0
https://github.com/CustomComputingGroup/MLO,2
https://github.com/chenhongkai/Freehand-Machine-Learning,13
https://github.com/thomasreolon/DeepfakeDetection,3
https://github.com/vvaynethomas/gps_project,0
https://github.com/hangcheers/DailyPractice,4
https://github.com/singkara/anomaly-detection-algo-comparison,2
https://github.com/Arystan-Aldiyev/HackNU,3
https://github.com/OmerSherer/DS_EmpowerView,1
https://github.com/thomasjpfan/sksearchspace,1
https://github.com/odb9402/OneClassClassifier,12
https://github.com/bioinfoUQAM/Caribou,3
https://github.com/JeffMacaluso/mlcookbook,1
https://github.com/sola-st/fluffy,4
https://github.com/ron1818/Singaboat_RobotX2016,12
https://github.com/MarkJhonBao/Infant_Incubator,0
https://github.com/SnakeHunt2012/porn-detection,2
https://github.com/hemanthmayaluru/one-class-text-classification-using-ensemble-approach,8
https://github.com/nick-fournier/hov-degradation,0
https://github.com/1220780980/TiDB-Hack-Traveling-AI,1
https://github.com/gangofnuns/scikit-learn-fork,1
https://github.com/aaronayitey/Data-Analysis-Project,3
https://github.com/XJTU-XGU/KPG-RL,15
https://github.com/Testzero-wz/analog,266
https://github.com/hiroto22/bayesian-optimization,0
https://github.com/jian9695/GSV2SVF,9
https://github.com/fangxu622/Sewer-Pipeline-Defect-Identification,8
https://github.com/Omodaka9375/AI-Keystroke-Verification,0
https://github.com/GoloMarcos/Multimodal-OCL-IST-2021,1
https://github.com/ludosGit/Shapelets,2
https://github.com/khan-yin/WHUT_MCM2020,20
https://github.com/Iolaum/idsandet,0
https://github.com/mwong-kabam/PvPOutliers,0
https://github.com/aaronli-uga/IIoT_Datahub,0
https://github.com/Leelaprasad001/Recruiter-AI,2
https://github.com/IIT-Lab/AdaptiveMIMO,8
https://github.com/Ahmadkhan02/Backend-Phising,0
https://github.com/renatopp/liac,3
https://github.com/Aeternalis-Ingenium/Anomaly-Detection,0
https://github.com/sebgiles/ethz-advanced-machine-learning,0
https://github.com/livepeer/verification-classifier,8
https://github.com/PacktPublishing/Tableau-Prep-Cookbook,15
https://github.com/CSID-DGU/2020-1-CECD02-Muruk-3,0
https://github.com/Preffet/PPSVM,0
https://github.com/hallamlab/SABer,3
https://github.com/TheDataStation/nbc,0
https://github.com/sunghangga/pkm-geguntangan-separation,0
https://github.com/erium/welcome,9
https://github.com/COMP6248-Reproducability-Challenge/LRDOCC_reproduction,3
https://github.com/mmasinas/ocSVM,0
https://github.com/Dirbeq/PythonPlayground,0
https://github.com/qifanyyy/JupyterNotebook,8
https://github.com/butia-bots/butia_vision,3
https://github.com/minh-nghia/AE-1SVM,14
https://github.com/janlukasschroeder/anomaly-detection-in-web-mobile-interactions,0
https://github.com/mlangford29/ML_experiments,0
https://github.com/kuntojirohan/key-stroke-dynamics,3
https://github.com/gmum/adversarial_examples_ae_layers,2
https://github.com/DungLai/EMSE_dataset,0
https://github.com/michen00/MSVC,1
https://github.com/alpha-i/research-eeg,1
https://github.com/suriya-jambunathan/MLANT,0
https://github.com/SwapneelM/cern-openlab,2
https://github.com/luisferreira97/AutoOC,2
https://github.com/boostcampaitech4lv23recsys1/level2_dkt_recsys-level2-recsys-05,1
https://github.com/harelber/MaMaDroid2.0,2
https://github.com/Mondego/pyreco,22
https://github.com/kaeken1jp/snippets,0
https://github.com/ying531/conformal-selection,3
https://github.com/COMP6248-Reproducability-Challenge/MoveBrick_Reproducibility_DeepSAD,0
https://github.com/denismr/PUandOCQ,0
https://github.com/jangsejong/STUDY,0
https://github.com/algorithmica-repository/datascience,104
https://github.com/euranova/F1-Score-is-Biased,3
https://github.com/liudeyuan2021/SVM-Scratch,0
https://github.com/maskot1977/scikitallstars,5
https://github.com/katiana22/GrassmannianEGO,6
https://github.com/wind9hawk/Experiment-GraduateEssay-CERT4.2,0
https://github.com/Kumnoob/Human-Identification-from-Text-Messages,0
https://github.com/LearningOS/Performance-Anomaly-Detection,0
https://github.com/w4k2/if-des-imb-stream,2
https://github.com/kangguangli/cryptography,1
https://github.com/StreamPy/StreamPy,2
https://github.com/lukauskas/publications-lukauskas-2024-marcs,0
https://github.com/UniversityProjectsAtUnisa/epilepsy-prediction_thesis,0
https://github.com/JeffAbrahamson/IAE-ann-svm,2
https://github.com/seanm92/Cluster-drift-detection-CDD-,1
https://github.com/jgolden36/ResumeRepository,0
https://github.com/koonn/bunseki,0
https://github.com/tranndt/myutils,0
https://github.com/jmnatzaganian/mHTM,27
https://github.com/sdpython/mlprodict,63
https://github.com/esdxfvgijhg/cod,1
https://github.com/n0mori/oc-process-prediction,3
https://github.com/kernc/Containersec,0
https://github.com/Harphies/AI,6
https://github.com/xinchen1997/GMM,1
https://github.com/ledio7/ADBench,2
https://github.com/himanshudce/OWAM,0
https://github.com/angadgill/Parallel-SGD,22
https://github.com/auroua/aurora_detection,3
https://github.com/TheDataStation/aurum-dod-staging,0
https://github.com/snowgy/join_path_discovery,0
https://github.com/iOSDevLog/scikit-learn-zh,2
https://github.com/bryanliujh/MachineLearningMaterials,0
https://github.com/naemnamenmea/machine-learning-theory,0
https://github.com/airblair94/data_ex,0
https://github.com/pok1800/scikit-learn1.1.3,0
https://github.com/loli/semisupervisedforests,6
https://github.com/tiyd-python-2015-01/sklearn-docs,0
https://github.com/duebukua/safekit,0
https://github.com/dihong/gad-v2,1
https://github.com/seckcoder/lang-learn,2
https://github.com/rohankumardubey/scikit-learn,0
https://github.com/seanahmad/Regime-Detection-ML,3
https://github.com/afarangurens/ingeodata-test-aranguren,0
https://github.com/Paras-Roy/credit-ease,1
https://github.com/Mohammed-Rahman-sherif/BoTube,4
https://github.com/IT21313370/sweethome,0
https://github.com/Lue12138/scikit-learn-issue-22383,0
https://github.com/simon-yc/scikit-learn,0
https://github.com/tusharpangare/Heroku-Tryouts,0
https://github.com/guillemaguilapalleja/PROYECTO-BIG-DATA,0
https://github.com/gwkimgw/Capstone,0
https://github.com/devsonni/Chart-Classification-Using-CNN----Keras,2
https://github.com/alexvaroz/recsysnetflix_app,0
https://github.com/NAVNEET72159/MachineLearningApplication,0
https://github.com/medkalil/GenericScraper,0
https://github.com/GoloMarcos/MVAE-RelevantReviews,0
https://github.com/GoloMarcos/TripleVAE-OCL-ENIAC2021,1
https://github.com/GoloMarcos/MVAEs-FakeNews,0
https://github.com/GoloMarcos/TripleVAE-Events,0
https://github.com/2lambda123/catboost,0
https://github.com/KOLLINIKHILKUMAR/RECRUITER-AI-AN-ADVANCED-REAL-TIME-JOB-RECOMMENDER,0
https://github.com/TSLanka/Hackathon,0
https://github.com/chaitanya-24/ML-Project,0
https://github.com/songweiwei/rasa_run,2
https://github.com/ljheee/image-kmeans,2
https://github.com/jay-kakkad/StockMarketPrediction_using_SVR,0
https://github.com/prasadmdone/DB_Liv_For_Jeff,0
https://github.com/AjNavneet/ResumeParser_SpacyNER,0
https://github.com/Abtinmy/data-science-portfolio,0
https://github.com/w4k2/oceis-iccs2020,0
https://github.com/catboost/catboost,7494
https://github.com/gienee/Anomaly_Detection_Project,0
https://github.com/TeamHG-Memex/eli5,2701
https://github.com/andela/boomslang-scikit-learn,0
https://github.com/ysig/GraKeL,547
https://github.com/syncpy/SyncPy,20
https://github.com/renmengye/oc-fewshot-public,21
https://github.com/LBNL-UCB-STI/beam,137
https://github.com/hvva/autopsy-CV,3
https://github.com/morrigan/user-behavior-anomaly-detector,33
https://github.com/Rorozhl/CA-MKD,40
https://github.com/PanpanZheng/OCAN,50
https://github.com/hkaneko1985/python_doe_kspub,48
https://github.com/kobemaristela/EmotiCoach,4
https://github.com/giovanibrmiguel/sus-news-detector,3
https://github.com/oulenz/fuzzy-rough-learn,23
https://github.com/AlbertoBarbado/rule_extraction_xai,0
https://github.com/JuneKyu/CLAD,10
https://github.com/ML-PSE/Machine_Learning_for_PSE,10
https://github.com/DeathkillerAnk/VPN-PROXY-DETECTION-WHOIS-FETCH,3
https://github.com/institutedigitalgames/PLT,11
https://github.com/RuoAndo/nii-cyber-security-admin,3
https://github.com/Vuong-Chu/Notes,0
https://github.com/chinarsalmanli/app-defi2,0
https://github.com/Mrzhangxiaohua/2019CCF_Visualization,41
https://github.com/sajedjalil/Data-Science-Pipeline-Detector,11
https://github.com/kaustubhsridhar/time-series-OOD,12
https://github.com/adamgreig/iib,0
https://github.com/lichuanqi/Python_Learn_Note,2
https://github.com/PramuPerera/OCDA,2
https://github.com/iubh/DLBDSIDS_D,1
https://github.com/abagaria/hrl,3
https://github.com/ColdGrub1384/Pyto,823
https://github.com/castorfou/data-scientist-skills,5
https://github.com/sis-ethz/Picket,11
https://github.com/Mahajanet/AuthDaddy,0
https://github.com/deep-skill-chaining/deep-skill-chaining,27
https://github.com/IlyeumInsights/ana,2
https://github.com/neil7/Anomaly-Detection-using-Deep-belief-Networks,3
https://github.com/momo1476422482/outlier-detection-library,0
https://github.com/martin-conur/timeseries_outlier_detection,0
https://github.com/sampathrajapaksha/CAN-ID-based-model,1
https://github.com/parimarjan/adversarial_keystrokes,0
https://github.com/tdurieux/pattern-detector-experiment,3
https://github.com/mtcazzolato/tgraph-spot,2
https://github.com/xymtxwd/concept_drift_detection,6
https://github.com/openforis/opensarkit,49
https://github.com/kabrate/KWS,0
https://github.com/xjiae/PAC-Wrap,0
https://github.com/zhouzypaul/policy-transfer-lifelong-rl,0
https://github.com/dhelmr/bachelor-thesis,10
https://github.com/Nikhil-Pesaladinne/cando-web,0
https://github.com/spbu-math-cs/Quadric-Intersection,2
https://github.com/amarallab/benchmarkml,0
https://github.com/yellowsimulator/uibmscode,1
https://github.com/Professor-G/MicroLIA,11
https://github.com/leobt23/Applications_DSE,0
https://github.com/gracexwho/predict-rbp-sites,1
https://github.com/IanEisenberg/Self_Regulation_Ontology,16
https://github.com/checkifcovid/data-science-experiments,0
https://github.com/sugoiServal/UO-19-ma,0
https://github.com/rpmcruz/ranking-imbalance,6
https://github.com/nipunbatra/Gemello,18
https://github.com/lionalio/Anomaly_Detection,0
https://github.com/isri-aist/differentiable_rmap,5
https://github.com/amandajean119/TwitterPython,2
https://github.com/bmcfee/ml_scraps,15
https://github.com/Aeternalis-Ingenium/Detecto,0
https://github.com/mmyros/phy_extras,0
https://github.com/measic/gptidy-development,0
https://github.com/JBris/data_mining_group_assignment,1
https://github.com/ocatak-zz/ocatak.github.io,3
https://github.com/robinthibaut/BEL,2
https://github.com/FelSiq/machine-learning-learning,6
https://github.com/DanRunfola/CausalForest,0
https://github.com/busizshen/tusharetest,6
https://github.com/AnitadeMelloKoch/azure_web,0
https://github.com/MicrosoftDocs/mslearn-oxford-image-classification-azure-sphere,8
https://github.com/ogrisel/scikit-learn-github-actions,3
https://github.com/michalmonday/Program-Behaviour-Anomaly-Detection-Benchmark,3
https://github.com/anilzeybek/dsc,0
https://github.com/aorursy/new-nb-2,0
https://github.com/taranO/Mobile-authentication-of-CDP,3
https://github.com/Khojasteh-hb/SRX-DTI,0
https://github.com/nakanishi-akitaka/python2018_backup,5
https://github.com/shubhomoydas/ad_examples,817
https://github.com/emergentmethods/datasieve,14
https://github.com/orgTestCodacy11KRepos110MB/repo-3136-pyod,0
https://github.com/Charlie5DH/MTS_WSN,0
https://github.com/Martin-Jung/QSDM,5
https://github.com/ghostwwl/machine_learning,2
https://github.com/versedpro/freqtrade-bot,0
https://github.com/Black-Milk/Dash-Docset,33
https://github.com/sinukoff/keystroke,0
https://github.com/AusraSaud/DeepBrainStimulation,0
https://github.com/levorato/ccp_rtcs,8
https://github.com/UPstartDeveloper/Math-of-ML,0
https://github.com/devhkyu/GachonComputerSecurity,0
https://github.com/RodrigoRosmaninho/projects-ect,6
https://github.com/zjc-enigma/imbalanceDataResearch,0
https://github.com/columbia/appflow,15
https://github.com/alisonmoura/tcc,0
https://github.com/SamithaSandeepa/job-satisfaction-level-pred,0
https://github.com/lzjqsdd/scikit-learn-doc-cn,723
https://github.com/Paolovox/crawler,0
https://github.com/GRSEB9S/SVDD-Anomaly-Detection-of-Stage-Stage-Outlier-Analysis,0
https://github.com/Hill-Wenka/LatentEvolution,0
https://github.com/DavitHakobyan01/Abnormality-Detector,0
https://github.com/be2rlab/AORR,0
https://github.com/bit-ml/AnoShift,38
https://github.com/absolutelyNoWarranty/anomdet,3
https://github.com/pyodds/PyODDS,5
https://github.com/eertekin99/MNE,0
https://github.com/carlislk/revenue-prediction,1
https://github.com/sheikhomar/dcc,1
https://github.com/sudhirkumardubey/one-class-classification-of-marine-objects,0
https://github.com/cerplot/ui,0
https://github.com/CellH5/cellh5apps,0
https://github.com/luke-feng/IoT_Sensors_Security_Analysis,4
https://github.com/TieuLongPhan/HIV_IN_QSAR,0
https://github.com/Vincent-Vercruyssen/absent_pattern_detection,3
https://github.com/ArneTillmann/AuDoLab,5
https://github.com/samuelcsouza/cryptocurrency-forecasting,4
https://github.com/Kaushik-18/Deep-Recognition,3
https://github.com/halam189/Gait_Recognition_LSTM,9
https://github.com/imclab/Breui,0
https://github.com/sdimi/spotifav,54
https://github.com/secure-software-engineering/HeaderGen,10
https://github.com/GosTraight2020/experiment,0
https://github.com/enridaga/data-journeys,0
https://github.com/Gatos90/MotionControls,0
https://github.com/freedombenLiu/ad_examples,5
https://github.com/chrismcg/machine_learning_ng,1
https://github.com/vzg100/Post-Translational-Modification-Prediction,2
https://github.com/ulfaslak/MScProject-build-dataset,0
https://github.com/Indy275/suitabilityassessment,0
https://github.com/be2rlab/grasping_vision,0
https://github.com/JordyBottelier/arpsas,4
https://github.com/Quang-Duy/Fake_Malware_Generator,0
https://github.com/muleina/COMMIT-NILM,5
https://github.com/OxfordML/heatmap_expts,2
https://github.com/Aram-Jin/Study,2
https://github.com/rsouza/DataScience_Course,4
https://github.com/KaspiElectronics/CircuitML,4
https://github.com/clara-9/TFG_public,0
https://github.com/harpreets652/anomaly-svm-study,1
https://github.com/DavideTonin99/mobile-robotics,0
https://github.com/vineeths96/Spoken-Keyword-Spotting,74
https://github.com/gilfidel/cyberbg-attack-detection-dns,1
https://github.com/mperezcarrasco/AnomalyALeRCE,3
https://github.com/KaveeshaPiumini/ml_project,0
https://github.com/WithPrecedent/amicus,0
https://github.com/felixcuello/aerofaultdetection,0
https://github.com/wawrzenczyka/FOR-CTL,0
https://github.com/pandeylab/pyquant-old,3
https://github.com/lukasruff/CVDD-PyTorch,63
https://github.com/Sera91/SMR3872-Colombia,9
https://github.com/vkas9798/project_anomaly_detection_streaming_data,0
https://github.com/eli5-org/eli5,230
https://github.com/robeck/Machine-learning-model-integration,0
https://github.com/Feretj/scikit-learn-hse-project,0
https://github.com/tdurieux/BugSwarm-dissection,1
https://github.com/renmengye/online-unsup-proto-net,6
https://github.com/JustinPihony/beam-clean-test,1
https://github.com/Rorozhl/MMKD,11
https://github.com/ILoveAI2019/OCAN,22
https://github.com/anmingyu11/AIUnion,0
https://github.com/jacirrone/OutPredict,6
https://github.com/5267/ML,5
https://github.com/mohamedyd/rein-benchmark,4
https://github.com/ZJUEarthData/pyro_processor,2
https://github.com/lc-ljz/old_code,1
https://github.com/interactiveaudiolab/separation_segmentation_ismir,4
https://github.com/Sotera/newman-research,1
https://github.com/ZiBuDo/MyCareer,0
https://github.com/bopopescu/JSDN_JSS,0
https://github.com/zenkavi/Self_Regulation_Ontology,1
https://github.com/OlacodeX/bmifromface,0
https://github.com/coreprinciple6/NoobML,0
https://github.com/RishiBakshii/Laptop-Price-Predictor,0
https://github.com/nipunbatra/journal,0
https://github.com/eric-erki/scikit-learn-machine-learning-in-Python,0
https://github.com/KakuyaShiraishi/sci_learn,0
https://github.com/yunzhe-zhou/IJ_ComModels,0
https://github.com/Bkisa/stm32f4_examples,2
https://github.com/notyu-yu/stm32_uart_echo,0
https://github.com/notyu-yu/iot_offload_heap,0
https://github.com/robgal519/performance_test_registers,0
https://github.com/CheKaiWei/Machine-Learning-SUStech-CS405,3
https://github.com/jem0101/BigSwag-SQA2022-AUBURN,2
https://github.com/maldil/R-CPATMiner,6
https://github.com/xiaohuiliugis/Machine-Learning-Health,0
https://github.com/jingxual/machinelearning,0
https://github.com/Jjineeq/Productive_System_Public,0
https://github.com/eGkritsis/ML-Network-Intrusion-Detection-System,0
https://github.com/airwick989/Autonomous-Vehicle-Simulation-and-Testing-Bench,2
https://github.com/VovaBas04/Web_django,0
https://github.com/Parasgupta0508/sentiment_analysis,0
https://github.com/froi0409/DataScienceFroi,0
https://github.com/Kaixiong-Zhou/PySODS,0
https://github.com/webclinic017/data-journey,0
https://github.com/rsouza/IntroDataScience,2
https://github.com/JonathanMaurer/IntroDataScience,0
https://github.com/rykovv/pills_counter_ml_model_training,2
https://github.com/wawrzenczyka/VAE-PU-OCC,0
https://github.com/nxydyxsj123456/CVDD-PyTorch,0
https://github.com/tnolle/binet,16
https://github.com/sfujiwara/tfmodel,6
https://github.com/David-Florido/TFG-River-Rensemble,2
https://github.com/tsitsimis/novel,1
https://github.com/amiradridi/Job-Resume-Matching,43
https://github.com/iglesias/tapkee_benchmarks,3
https://github.com/wojiazaiyugang/sensor,3
https://github.com/gradientzero/dq0-sdk,2
https://github.com/myESM/ESM,4
https://github.com/karthikraja95/fika,1
https://github.com/rom1mouret/cheatmeal,2
https://github.com/AnthonyEzeh/ML_Recommender_System_Movie_Genres_KNN_Development,0
https://github.com/shibuiwilliam/ml-system-in-actions,246
https://github.com/ARM-software/CMSIS-DSP,329
https://github.com/rewanthtammana/Detect-phishing-websites-using-ML,21
https://github.com/Leci37/stocks-prediction-Machine-learning-RealTime-TensorFlow,170
https://github.com/NeilWangziyu/MachineLearning,3
https://github.com/tribeofai/toai,13
https://github.com/AbertayMachineLearningGroup/zero-day-detection,6
https://github.com/Eureke-Ch/failure-warning-of-ower-plant-auxiliary-equipment,6
https://github.com/LSX-UniWue/explainable-ERP-fraud-detection,2
https://github.com/dataworkshop/dw-poznan-project,5
https://github.com/aldahdooh/detectors_review,46
https://github.com/JetBrains-Research/kotlin-code-anomaly,7
https://github.com/sirolf-otrebla/CompositeNet,6
https://github.com/d-gcc/LightTS,5
