Repository URL,Star Count,Algorithm
https://github.com/logpai/loglizer,1176,IsolationForest
https://github.com/scikit-learn/scikit-learn,57017,IsolationForest
https://github.com/andreArtelt/ceml,35,IsolationForest
https://github.com/splunk/mltk-algo-contrib,77,IsolationForest
https://github.com/catboost/catboost,7534,IsolationForest
https://github.com/salesforce/Merlion,3181,IsolationForest
https://github.com/microsoft/python-type-stubs,224,IsolationForest
https://github.com/nosuggest/Frcwp,43,IsolationForest
https://github.com/vertica/VerticaPy,209,IsolationForest
https://github.com/ryfeus/lambda-packs,1106,IsolationForest
https://github.com/jmbhughes/crcf,13,IsolationForest
https://github.com/xorbitsai/xorbits,952,IsolationForest
https://github.com/Ashton-Sidhu/aethos,104,IsolationForest
https://github.com/igabriel85/dmon-adp,4,IsolationForest
https://github.com/h2oai/driverlessai-recipes,226,IsolationForest
https://github.com/biolab/orange3,4424,IsolationForest
https://github.com/auroua/aurora_detection,3,IsolationForest
https://github.com/datamllab/tods,1214,IsolationForest
https://github.com/pycaret/pycaret,8074,IsolationForest
https://github.com/shubhomoydas/ad_examples,818,IsolationForest
https://github.com/dmlc/treelite,695,IsolationForest
https://github.com/ScorpionBytes/scikit-LEARM,0,IsolationForest
https://github.com/onnx/sklearn-onnx,486,IsolationForest
https://github.com/lukasruff/Deep-SVDD,236,IsolationForest
https://github.com/IBM/lale,312,IsolationForest
https://github.com/DUanalytics/pyAnalytics,401,IsolationForest
https://github.com/boozallen/MOTIF,132,IsolationForest
https://github.com/lukasruff/Deep-SAD-PyTorch,322,IsolationForest
https://github.com/SeldonIO/alibi-detect,2003,IsolationForest
https://github.com/amueller/scipy-2018-sklearn,247,IsolationForest
https://github.com/raamana/visualqc,70,IsolationForest
https://github.com/oegedijk/explainerdashboard,2125,IsolationForest
https://github.com/algorithmica-repository/datascience,104,IsolationForest
https://github.com/icanforce/Orion-OSDI22,39,IsolationForest
https://github.com/microsoft/hummingbird,3264,IsolationForest
https://github.com/dwkim78/ASTRiDE,42,IsolationForest
https://github.com/raphaelvallat/yasa,364,IsolationForest
https://github.com/Ekeany/Boruta-Shap,499,IsolationForest
https://github.com/xuhongzuo/DeepOD,199,IsolationForest
https://github.com/DataCanvasIO/HyperTS,227,IsolationForest
https://github.com/RubensZimbres/Repo-2019,137,IsolationForest
https://github.com/PacktPublishing/Machine-Learning-Engineering-with-Python,147,IsolationForest
https://github.com/ngoix/EMMV_benchmarks,45,IsolationForest
https://github.com/scikit-learn/scikit-learn,57018,IsolationForest
https://github.com/koaning/doubtlab,485,IsolationForest
https://github.com/Sw1ng19/AnomalyFilter,55,IsolationForest
https://github.com/Albertsr/Anomaly-Detection,257,IsolationForest
https://github.com/getcrest/AutoOut,100,IsolationForest
https://github.com/rodrigo-arenas/kafkaml-anomaly-detection,44,IsolationForest
https://github.com/daochenzha/Meta-AAD,42,IsolationForest
https://github.com/nateemma/strategies,221,IsolationForest
https://github.com/ClonedOne/MalwareBackdoors,48,IsolationForest
https://github.com/raghavchalapathy/oc-nn,162,IsolationForest
https://github.com/ljwztc/CLIP-Driven-Universal-Model,405,IsolationForest
https://github.com/analyticalmindsltd/smote_variants,563,IsolationForest
https://github.com/tynano/slicematrixIO-python,9,IsolationForest
https://github.com/NVlabs/latentfusion,206,IsolationForest
https://github.com/NikhilGupta1997/LookOut,24,IsolationForest
https://github.com/mondalanindya/ICCVW2021_GSCEventMOD,21,IsolationForest
https://github.com/duoergun0729/3book,211,IsolationForest
https://github.com/aangelopoulos/conformal-prediction,572,IsolationForest
https://github.com/Tencent/Metis,1596,IsolationForest
https://github.com/adobe/OSAS,152,IsolationForest
https://github.com/albertcthomas/anomaly_tuning,37,IsolationForest
https://github.com/msimms/LibIsolationForest,32,IsolationForest
https://github.com/dpinney/omf,111,IsolationForest
https://github.com/pranab/avenir,172,IsolationForest
https://github.com/fkie-cad/ipal_ids_framework,18,IsolationForest
https://github.com/stjude/RNAIndel,20,IsolationForest
https://github.com/SoftwareAG/nyoka,179,IsolationForest
https://github.com/twistedcubic/que-outlier-detection,26,IsolationForest
https://github.com/google/madi,69,IsolationForest
https://github.com/MultiQC/MegaQC,87,IsolationForest
https://github.com/juexinwang/scGNN,113,IsolationForest
https://github.com/TimeEval/TimeEval-algorithms,92,IsolationForest
https://github.com/kunlaotou/Anomaly-Detection,140,IsolationForest
https://github.com/chaoss/augur,551,IsolationForest
https://github.com/vafaei-ar/drama,17,IsolationForest
https://github.com/open-lasso-python/lasso-python,38,IsolationForest
https://github.com/neurodata/scikit-tree,50,IsolationForest
https://github.com/MyahHauck/scikit-learn,0,IsolationForest
https://github.com/prodiptaPromit/prototype-cphs,0,IsolationForest
https://github.com/PeterZhizhin/scikit-learn-copy,0,IsolationForest
https://github.com/asharma567/example_of_lambda_deployment,0,IsolationForest
https://github.com/chenmoneygithub/Stock-Price-Prediction-by-Machine-Learning,0,IsolationForest
https://github.com/2lambda123/catboost,0,IsolationForest
https://github.com/nehal119/merlion-testing,0,IsolationForest
https://github.com/blakeNaccarato/pylance-stubs-unofficial,5,IsolationForest
https://github.com/DylanLukes/renkon,0,IsolationForest
https://github.com/PacktPublishing/Hands-On-Artificial-Intelligence-for-Banking,127,IsolationForest
https://github.com/EnjoyLifeFund/Debian_py36_packages,0,IsolationForest
https://github.com/EnjoyLifeFund/macSierra-py36-pkgs,0,IsolationForest
https://github.com/EnjoyLifeFund/macHighSierra-py36-pkgs,0,IsolationForest
https://github.com/dice-project/DICE-Anomaly-Detection-Tool,3,IsolationForest
https://github.com/sueszli/vector-database-benchmark,2,IsolationForest
https://github.com/CforED/Machine-Learning,0,IsolationForest
https://github.com/LIUHAO121/anomaly-gmm,0,IsolationForest
https://github.com/loverwhy/tods,0,IsolationForest
https://github.com/JayamangalaH/TODSAPI,0,IsolationForest
https://github.com/ParthLa/Causal-Intervention-on-Time-Series,0,IsolationForest
https://github.com/lovelynewlife/sklearn-onnx,0,IsolationForest
https://github.com/KratzErik/Deep-SVDD,4,IsolationForest
https://github.com/Minqi824/ADBench,716,IsolationForest
https://github.com/yzhao062/WSAD,114,IsolationForest
https://github.com/ZIYU-DEEP/deepSAD-custom,3,IsolationForest
https://github.com/COMP6248-Reproducability-Challenge/DeepSAD_Unknown,0,IsolationForest
https://github.com/amueller/scipy-2017-sklearn,281,IsolationForest
https://github.com/pybokeh/jupyter_notebooks,147,IsolationForest
https://github.com/agarwalanant/ThaparWorkshopANN,14,IsolationForest
https://github.com/manual123/Nacho-Jupyter-Notebooks,3,IsolationForest
https://github.com/soheilbr82/BluegrassWorkingMemory,6,IsolationForest
https://github.com/xiaohuiliugis/Machine-Learning-Health,0,IsolationForest
